review_id,user_name,content,rating,thumbs_up,review_date,sentiment,scraped_at
fd321063-54b4-4b5a-a87a-5bd84d203788,Muhammad Iqbal Ramadhan,"aplikasi susah kalo uda hujan orang di suruh tunggu sampe 2jam hanya untuk beli makanan, provider yg mengecewakan",1,1,2025-11-27 03:01:28,sangat_negatif,2025-11-28 19:27:38.056521
f98988d3-80ab-4034-a3be-3dc4a1c907e6,Heru T,"apk ga guna, 2 jam gw nunggu ga ada drive, klk ga ada lu tutup aja, jd org ga berharap",1,1,2025-11-27 00:39:35,sangat_negatif,2025-11-28 19:27:38.056521
a88f9750-704a-4aa9-a312-b42a40d08573,azamganteng,"mengapa saya memberikan bintang 1 karena ada masalah di sistem aplikasi gojek menurut saya,naik kereta di tujuan stasiun tiba jam 21:15 di tiket,lalu saya pesan gocar terjadwal jam 21:30/21:40. ada masalah trouble mengakibatkan tiba jam 19:35 baru sampai stasiun tujuan, ternyata di aplikasi tiba-tiba sudah di pesankan/dapat driver jam 21:10.disini masalah nya saya ga enak sama driver karena nunggu lama dan saya jadi terburu2 kalau saja jam 21:30/21:40 baru dapat jadi lebih nyaman. semoga dibaca",1,1,2025-11-26 23:28:55,sangat_negatif,2025-11-28 19:27:38.056521
3e020b29-2878-4a3b-913e-09e47d9b7a77,Sudaryono Susanto,"buat para pemakai jasa gofood tolong di pahami,orderan anda lama dapat driver bukan di karena kan ga ada driver tp gojek mencari driver yg ikut program tarif murah dgn tarif 5rb per 4km walau saat anda order ada driver dekat resto itu tp driver itu ga ikut program tarif murah ga bakal order jatuh ke driver itu",1,1,2025-11-26 22:53:37,sangat_negatif,2025-11-28 19:27:38.056521
cd9abeef-e674-4cf5-8e1d-c128a4067c2f,Heri Hermawan,gak bisa pinjam lagi padahal sebelum jatuh tempo di lunasi aneh kalo gak niat minjemin jangan di adakan gopay pinjam donk kecewaaaa...saya ini driver Go-Jek padahal dari 2017 sudah 8 tahun,1,1,2025-11-26 22:44:51,sangat_negatif,2025-11-28 19:27:38.056521
2de5367c-aa1c-4a99-9e4a-c43460723239,Angelica Balqis,"Terlalu lama menunggu Driver. Sudah 1 jam menunggu, pesanan tidak bisa dibatalkan. CS pun cuma BOT yang tidak membantu sama sekali.",1,1,2025-11-26 22:11:55,sangat_negatif,2025-11-28 19:27:38.056521
32ad5b41-f2e9-46f2-bd33-bf4a16f82412,James Leonard,ongkos kirim makanan mahal apalagi hujan tambah ongkir 10rb.ada discon pun percuma..setelah discon pun lebih mahal dr beli ditempat.discon kebanyakan berlaku dengan gopay atau kartu kredit..lebih nyaman murah beli makan di aplikasi lain discon smp 52% tanpa harus dgn dana diaplikasi atau kartu kredit...jujur kalah saing gojek dengan yg lain mengenai harga,1,1,2025-11-26 20:44:10,sangat_negatif,2025-11-28 19:27:38.056521
d5efed9a-efb9-4c7a-bf22-6cb73e92909c,Mutasab Arung Prajoko,"di hp android samsung s24 ultra terkendala untuk download bukti perjalanan saya, pp bandara-rumah (pakai gocar). padahal butuh invoicenya untuk diclaim ke kantor. masa harus screenshoot? perceived usefulness nya 0. tolong segera diperbaiki. trims!",1,1,2025-11-26 20:26:52,sangat_negatif,2025-11-28 19:27:38.056521
9b3e514f-9852-4d68-9130-865a65b739a0,alfi yah,emg skrng klo pesen yg hemat tu hrus dilambatin kah drivernya gedeg bgt bbrpa kali dpt driver yg lambar sengaja dilambat2 in,1,1,2025-11-26 20:22:39,sangat_negatif,2025-11-28 19:27:38.056521
92527a28-892f-42d8-9d30-174e92916852,ayu dwilestari,gojek apk nya harus ada privasi nya biar ga sembarang orang ngechat 🙏,1,1,2025-11-26 20:21:27,sangat_negatif,2025-11-28 19:27:38.056521
86e8486d-e1b6-45d8-875b-7b380e31ac94,deshana evelyn,"drivernya tolong dong jangan idiot semua, dari kemaren naik motor ketemu driver gojek bermasalah semua. sekali make freak nya bukan main nanya privacy semua di tanya gila ya ajarin drivernya buat gausah adu nasib ya tolong terimakasi",1,1,2025-11-26 18:11:14,sangat_negatif,2025-11-28 19:27:38.056521
47ab3119-3e0e-4084-914d-36ea9ee08815,Adityia Nugraha,apinya bagus tapi sayang setiap buka fitur gopay pinjamann selalu keluar dan jaringan tba2 gak stabil apa lagi pas buka riwayat transaksinya langsung keluar,1,1,2025-11-26 17:53:52,sangat_negatif,2025-11-28 19:27:38.056521
ded99882-4dba-4ea9-ab34-608f5085484d,Septian Atma,"kalau pesen go car jaraknya dekat selalu di buat nunggu lama. kdang diem aja drivernya gk jalan"" pdahal jga pkek yg prioritas sama saja",1,1,2025-11-26 17:46:29,sangat_negatif,2025-11-28 19:27:38.056521
63a0252d-5efa-43d6-ae97-d7fc04c466c5,Ibnu Malkan,Aplikasi ndk jelas ndk bisa membatalkan atau merubah pesanan gofood auto Hapus ganti apk Grab,1,2,2025-11-26 17:08:13,sangat_negatif,2025-11-28 19:27:38.056521
424f7ef2-6942-437d-8bff-7803060a01c9,Zainab Aabidah Bussaina,buruk banget. nunggu antrian di bandara lama banget. nomor ganjil terus yang keluar. udah nunggu 1 jam,1,1,2025-11-26 16:05:41,sangat_negatif,2025-11-28 19:27:38.056521
b574d066-1f32-408d-89c7-e3da08356bc9,Franciscus Ricky,"Rugi besar berlangganan GOJEK PLUS. krn dari driver goride, gocar tdk ada yg bisa diandalkan. bener!! mending buat beli saldo utk MAXIM menurut saya",1,3,2025-11-26 15:00:02,sangat_negatif,2025-11-28 19:27:38.056521
0a4fb8c6-0c4e-4429-b0bc-18b0b5744eed,Anom chanel_97,aplikasi terjelek sistem tidak rata. revisi bos biar semua dapet orderan,1,2,2025-11-26 10:35:34,sangat_negatif,2025-11-28 19:27:38.056521
95ef20e8-aa79-453a-b407-90facb714b16,Veronica Halim,"hujan susah dapat. mobil juga sama, kalo hujan gak dapat",1,2,2025-11-26 07:38:06,sangat_negatif,2025-11-28 19:27:38.056521
813ab1ce-06ea-401d-b314-4ebd2c2e0000,Fadilatus Zahro,"iya gojek ngasih harga murah murah tapi kenapa sih drivernya susah susah banget pada gamau jalan, buru buru sampe 3 kali driver ngecancel tolong, gojek drivernya di perhatikan",1,1,2025-11-26 07:21:22,sangat_negatif,2025-11-28 19:27:38.056521
02cca7a2-babc-44de-9315-9503c548ad70,Ganda Putra Sinaga,Drivernya semua gak niat kerja apaa gimana nyari driver susah amat apa kalo g niat gak usah kerja,1,1,2025-11-26 06:57:54,sangat_negatif,2025-11-28 19:27:38.056521
9d992fc6-b3ad-480b-a2c5-1eebbff6b61b,Ardi Ansyah,banyak driver yg mengeluh titik jemput. di batalin malahh di bekukan akun gua kacauuu,1,1,2025-11-26 06:45:16,sangat_negatif,2025-11-28 19:27:38.056521
1bdc37cd-c441-4d2c-a2ae-07c3e36a616b,Kia Askia,"saya nggak bisa masuk ke akun gopay saya,karna email yg saya sambungkan ke apk ini udah nggak aktif.padahal ada saldo saya di akun gopay itu satu juta.mohon bantuannya 🙏",1,1,2025-11-26 06:08:45,sangat_negatif,2025-11-28 19:27:38.056521
d327a34f-0a88-440a-9f69-127b98474cc5,Nabila alya azizah,nunggu dapatin drivernya 1 jam lebih. ga bisa dibatalkan harus nunggu lamaaq sekali. pelayanan dri apkny juga jelek masa g bisa buat laporan. ngasih saran juga ga bisa. mana ongkir mahal bgt sampe lama. ga lagi deh make ini,1,1,2025-11-25 23:15:35,sangat_negatif,2025-11-28 19:27:38.056521
22581fbc-ddb5-4c9b-a8e3-67fbe8eec825,Roy Rahmad,"Driver kalian itu di seleksi lagi, banyak yg gk beres dan suka ugal2an di jalan dan tidak mematuhi peraturan lalu lintas, sangat merugikan pengendara lain, khusus ny di kota medan",1,1,2025-11-25 22:32:54,sangat_negatif,2025-11-28 19:27:38.056521
badb0240-b025-4dca-a3ce-d1edcf415e0e,Sri Wahyuni,Tolong apabila terjadi keterlambatan mendapatkan driver untuk proses pembatalan jangan bertele-tele. apabila belum dapat driver tolong dapat segera dilakukan pembatalan pesanan. Karena customer sudah menunggu lama tp akhirnya kalian bilang tidak tersedia driver.!! sungguh pelayanan yang sangat mengecewakan!!!,1,1,2025-11-25 21:28:41,sangat_negatif,2025-11-28 19:27:38.056521
c4a44878-203c-42d1-84e2-cfef223d90be,Fadilah Fadilah,tidak bisa mensejahterahkan banyak driver.kalah bersaing dengan promo GRAB,1,2,2025-11-25 19:01:26,sangat_negatif,2025-11-28 19:27:38.056521
31e6ae33-d973-4c1f-b871-409d27ee2cef,Naufal,entah kenapa sering banget pas pesan itu gojeknya error jadi gk bisa ngechat sama pengemudinya gk keliatan jalan kalau mau balikin jadi normal harus ke menu awal dulu baru balik ke pantau pesanan,1,1,2025-11-25 17:34:49,sangat_negatif,2025-11-28 19:27:38.056521
18519662-5e73-4b2d-98f0-567cc718fee5,dindaa s.,"banyak bapak"" tempramen, suka ngomongin orang, tua bangka suka ngejek jelek bgt pelayanann nya jg, harus di boikot sih ini.",1,1,2025-11-25 13:41:55,sangat_negatif,2025-11-28 19:27:38.056521
1ddd0233-639e-4b84-95eb-7891453bef2a,cantikha,males bgt sama driver nyaaa.... gak ramahh mintol dong min minimal suruh driver nya jalankan 3S nyaa..,1,1,2025-11-25 12:35:34,sangat_negatif,2025-11-28 19:27:38.056521
60da3f4a-eec3-4d0f-ae4c-1d7526a5607d,Andi Arzy,"belanja pake gomart katanya lebih cepat tapi ternyata di tolak terus sm driver ny, buang buang waktu!!",1,1,2025-11-25 11:50:42,sangat_negatif,2025-11-28 19:27:38.056521
80ed0843-1e70-4d7e-8bcd-e223420492cf,bhakti kurnia,"Hari ini dapet driver g d respon nungguin lama g ada d jemput. Hampir sejam nungguin. Mulai hari ini Uninstall aplikasi. Habis ini ada notifikasi balasan mohon maaf tapi tidak ada perubahan. Lihat komentar d bawah di tanggal tanggal sebelumnya. Sangat buruk!!!!!!!!!!! enggak layak sudah usang. masih banyak layanan lain selain ini. ""Uninstall""",1,2,2025-11-25 11:20:37,sangat_negatif,2025-11-28 19:27:38.056521
72c65105-da84-4318-ab28-69bdd273f56d,Ayah Muda,Kenapa saya mau aktifkan gopay pinjam dengan e-KTP yang sama dengan email yang sama ..kenapa gak bisa juga malah di tolak..yg malah respon robot,1,10,2025-11-25 08:26:08,sangat_negatif,2025-11-28 19:27:38.056521
d4fd768d-e462-469d-91a7-dca679ea7a00,Ahmad Mustofa,driver mobil banyak yang tidak jelas . di chat tidak dibalas.dimaps tidak jalan .,1,1,2025-11-25 08:09:09,sangat_negatif,2025-11-28 19:27:38.056521
1ef4356b-9084-4127-a114-b88409973be7,Faizah Nurul,parah sih komplain karena gofood makanan kurang tapi sama sekali gak ada respon dari aplikasi atau dari restonya,1,1,2025-11-25 07:42:54,sangat_negatif,2025-11-28 19:27:38.056521
6e88d637-6719-416d-a692-463e68e44cd2,Mar Daus,aplikasi susah cari drivernya tutup ja aplikasi nya,1,1,2025-11-25 04:11:54,sangat_negatif,2025-11-28 19:27:38.056521
e65e7291-bc1d-4f67-9b19-76160b97496f,Dwi Alfarisi,"perlahan2 customer mulai pindah ke shopeefood sebaiknya koreksi diri , kenapa bisa seperti itu",1,1,2025-11-25 01:08:23,sangat_negatif,2025-11-28 19:27:38.056521
b2027364-b270-43c5-aba1-7ace0095c92d,M Sideq Bagus P,Tolong bikin iklan di apk lain yang bener bener dong tombol x nya itu malah redirect ke apk. gw udah download apk lu ya makin kesel yang harus nya cepet malah makin lama gw nonton dracin nya bangke. jangan kapitalis kek shoope gojek capek gw nyari tombol x di iklan lu mirip amat ma shoope susah bet nyari tombol x di iklan. gw bintang 1 karena gw kesel ma iklan lu.,1,1,2025-11-25 00:43:26,sangat_negatif,2025-11-28 19:27:38.056521
9ff1b296-82b7-4852-a9b9-83239ff51516,Ibnu Ibuy,Pilihan reguler maupun express dapat ridernya selalu telat. ujung-ujungnya customer yang di rugikan,1,1,2025-11-24 22:31:27,sangat_negatif,2025-11-28 19:27:38.056521
de7d21b5-4341-4588-a763-132554bbc817,umii madianah,seperti ditipu driver minta ganti titik lokasi tujuan lalu pembayaran saya awalnya 30ribu menjadi 206ribu,1,1,2025-11-24 21:17:46,sangat_negatif,2025-11-28 19:27:38.056521
5c487a2c-4f7d-4378-b402-5489ca40a379,Rahadi Widhiyo,"malam kepada mitra gojek, saya orang Restaurant saya mau informasikan yang tidak mengenakkan kepada driver gojek ketika ngambil makanan di outlet kami, dengan posisi driver tersebut tangannya mau mukul saya. mohon untuk kebijakan dari mitra gojek. nama drivernya Sobri",1,2,2025-11-24 20:51:46,sangat_negatif,2025-11-28 19:27:38.056521
f69dbf41-34db-4b9c-9a48-bdd5d246533e,XI IPS 1_25 RANGGA ANDHIKA,"aplikasi gajelas, susah cancel pesanan, cari driver susah",1,1,2025-11-24 20:18:10,sangat_negatif,2025-11-28 19:27:38.056521
aa799e9e-f64a-4b5b-ad14-8d5fe94b17b0,Eric A.T,setiap pemesanan goride fitur chat nya centang satu mulu!! sinyal kenceng masa iya karena sinyal? tolong perbaiki lahh oi omzet gede ga dibenerin,1,2,2025-11-24 19:29:58,sangat_negatif,2025-11-28 19:27:38.056521
55fd80f3-55e7-4034-965f-c611de8ff965,cunto arudeanto,saldo tf gopay 150 rb stuck tidak bisa masuk ke gopay.. mohon di cek ( arudante ),1,1,2025-11-24 18:37:15,sangat_negatif,2025-11-28 19:27:38.056521
1a1daabe-a11f-4edd-9c99-e5d404e10192,Rizky F,gapernah telat bayar gopay pinjam selalu ditolak apk gblk!,1,1,2025-11-24 18:31:05,sangat_negatif,2025-11-28 19:27:38.056521
cdfb88de-1550-4d0c-ae1d-f683f0514a2d,Angger Bimantara,"pesan gofood sering tidak dapat driver, dan tidak bisa dibatalkan, harus menunggu lama sekali baru bisa dibatalkan, tolong sop nya diperbaiki",1,1,2025-11-24 18:27:56,sangat_negatif,2025-11-28 19:27:38.056521
220770ae-fbdd-4892-bb9e-cac025fcc9cb,thania ass302,"apasih susah banget dapetnya, pilih kasih milih customer",1,1,2025-11-24 18:19:36,sangat_negatif,2025-11-28 19:27:38.056521
eaf7948a-4a41-4d01-bdee-c143aed27b4d,Lia Selviana,customernya gojeknya kek org tolol org minta solusi malah berbelit,1,1,2025-11-24 18:04:34,sangat_negatif,2025-11-28 19:27:38.056521
cbba6a15-38e6-4bc4-b970-9bca5dcf686e,Hen Dra,takan pesan gojek lagi pesean makanan sampai 3 jam dibatalin gak bisa,1,1,2025-11-24 18:00:38,sangat_negatif,2025-11-28 19:27:38.056521
b82e09b4-e3b7-466b-a620-d0a0060622a1,Noval Abdul aziz,sekarang udah ga ada fitur download bukti bintang satu aja payah,1,1,2025-11-24 15:44:21,sangat_negatif,2025-11-28 19:27:38.056521
b491d0bc-9b29-4950-b4d0-b718deaac634,Muchammad Musthofa Zuhad Mughni,"setelah update fitur download dokumen pdf transaksi Gosend yang telah selesai di hilangkan, bagaimana saya bisa mendownload dokumen tersebut?",1,1,2025-11-24 14:26:49,sangat_negatif,2025-11-28 19:27:38.056521
807b631b-1317-4795-9f82-715735615ad7,Tun Basq,dulu nya aplikasi bagus.. tp sekarang no recoment.. lemooot cari driver susah pesen food lamaaaaa.. ga lagi² deh..,1,1,2025-11-24 14:03:46,sangat_negatif,2025-11-28 19:27:38.056521
e371ab35-bbbe-40de-bebf-2c4c35e3918b,Resti Yuliana,"kenapa gk bisa di upgrade ke gopay plus,sudah di top up tpi gk bisa dipakai transaksi",1,1,2025-11-24 13:50:24,sangat_negatif,2025-11-28 19:27:38.056521
58a583f9-7d96-4080-b18c-3d077809ee9b,Mohamad Mulyadi (Moelyadi),Complain nya Ribet dan lama prosesnya. udah 2 Minggu saldo gopay saya belum kembali. gara2 ada driver nakal yg ambil trip tanpa bawa penumpang.,1,1,2025-11-24 11:48:50,sangat_negatif,2025-11-28 19:27:38.056521
678cf79a-66cf-4d40-a257-115d62ecdd75,lawrence indo,kemana tombol download bukti di riwayat transaksi gosend? kenapa jadi ilang hellowww????,1,1,2025-11-24 10:30:22,sangat_negatif,2025-11-28 19:27:38.056521
fe3f6ce6-fa7b-4406-a683-b32ce4afe59f,Muhamad Saugi,"ko apk driver gojek riting 3,3 ..? apk pelanggan pelanggan 4,7..? wah curang ini gojek ke driver nya sendiri.!!!",1,3,2025-11-24 09:17:37,sangat_negatif,2025-11-28 19:27:38.056521
f0beddc8-5856-4764-8e4b-bc7053534032,Bayu Ramadhan,"Tolong tertibkan DRIVERnya. Kalo salah satu oknum driver tersebut gk niat ambil orderan makanan jgn ambil , yg ada marah² gk jelas. (jangan buat driver lain jadi jelek namanya). bilang nunggu lama bgt , padahal baru 3menit sampe udah marah² aja. terlalu lebay , kerja dikit mintanya byk wkwkw. KOCAK.",1,1,2025-11-24 08:51:46,sangat_negatif,2025-11-28 19:27:38.056521
b579e81b-eaf4-4db6-8b48-55a069397c2b,Kira Ai,"aplikasi buruk, driver kasar, drivernya pun lama. gk bgt",1,1,2025-11-24 08:31:10,sangat_negatif,2025-11-28 19:27:38.056521
26ab61e0-7ddc-475c-ba1a-7a41fa0fa81d,Nicholas Aditya B Rukmana,"tolong driver khusus daerah bali seminyak itu di pertegas lagi bisa"" lebih milih orderan offline turis asing",1,1,2025-11-24 08:23:01,sangat_negatif,2025-11-28 19:27:38.056521
4cc4f5c5-f150-4995-a55e-f0aad7800b41,Dwi Anggara,"aplikasi ga jelas, cuma cek jarak dan tarif ko tetiba bikin pesanan dan tau2 driver udh sampe titik lokasi. kocak nih",1,1,2025-11-24 05:58:18,sangat_negatif,2025-11-28 19:27:38.056521
ddbd3a05-2a2b-4d0c-9cfc-50e1b61ea7f1,Arif Rofian,"pengiriman lama .. gak bisa dibatalin, bikin kapok aja",1,1,2025-11-24 00:30:20,sangat_negatif,2025-11-28 19:27:38.056521
e6893de4-87dd-4141-ae0b-b01a579644ec,Hariman Andalas,aplikasi paling kurang ajar mau daftar aja susah langsung aku uninstall aplikasi nya,1,1,2025-11-24 00:20:01,sangat_negatif,2025-11-28 19:27:38.056521
f2ab28f0-82a3-4a73-8433-d96f4562c647,Rahma thusyfa,"tolong diapakan dulu drivernya biar gasuka goda godain atau mintain nomor telefon, ada juga driver yang bahasanya kasar banget, coba sih sebelum dijadiin driver di training dulu kek, diapain dulu kek, apa ajalah. mana kalo ujan susah banget lagi dapetnya, sekalinya dapet jauh banget?!! satu lagi, tolong hapus fitur bintang di pelanggan, karena kadang driver ngelunjak, kasih bintang kecil ke pelanggan cuma karena ga dikasih tip. bitte antworten schnell",1,3,2025-11-24 00:08:23,sangat_negatif,2025-11-28 19:27:38.056521
7c576a4e-ba29-4a0e-b9ae-d657cc6a7b16,aisah seftia,"aplikasi TER BUANG BUANG WAKTU, order gofood makanan gabisa dicancel padahal baru order, nyari driver nunggu sampe 2 jam. lapor ke bantuan juga GAK ADA PENYELESAIAN SAMSEK. udah pelit voucher, harga jadi mahal, kebanyakan biaya admin.",1,1,2025-11-23 23:19:15,sangat_negatif,2025-11-28 19:27:38.056521
3c30f1cc-5131-4a68-a5ff-1489abdee742,Sewu Roso,orang pesan makanan disuruh nunggu pencarian driver selama 2jam. haduh kocak ini apk. gimana ini pelayanannya? payah payah,1,2,2025-11-23 23:08:10,sangat_negatif,2025-11-28 19:27:38.056521
53a60ebe-2ec3-453f-811c-49bcab12c207,Muhamad Aditya Chandra,KALO GAK DAPET DRIVER UNTUK GOFOOD TOLONG MAKSIMAL 10 MENIT KASIH OPSI PEMBATALAN. JANGAN HARUS NUNGGU SAMPE 1 JAM BARU BISA CANCEL,1,2,2025-11-23 22:50:31,sangat_negatif,2025-11-28 19:27:38.056521
eacd4817-3500-4f9e-be29-00803c451232,Fadhlan Ubaidillah,"driver gofud nya no banget banyak itu ini, padahal tinggal anterin aja sesuai alamat klo bingung ya tanya",1,1,2025-11-23 22:50:17,sangat_negatif,2025-11-28 19:27:38.056521
75e4bef9-2d2a-4098-80f6-10bc8a4b2356,SAHRUL HAMDANI,"NYARI DRIVER BERABAD2, KEBURU MATI KELAPARAN, PARAH",1,2,2025-11-23 22:48:20,sangat_negatif,2025-11-28 19:27:38.056521
4cd83551-d27e-4e5f-8c9f-e6824da7410f,Brian Ramadhan Iverson,"disuruh nunggu 30 menit, smpe 3 jam nggk kekirim"", penipu..",1,1,2025-11-23 22:26:52,sangat_negatif,2025-11-28 19:27:38.056521
661b00a1-2cac-424f-8d40-f242921ec09f,haidar dzaky,aplikasi bangke. lagi laper2nya orderan ga ada yang ngambil. udh lewatin Batas buat cancel. tetep ga bisa.. payah,1,1,2025-11-23 21:47:45,sangat_negatif,2025-11-28 19:27:38.056521
2690d2f6-d365-4468-8a10-4c369616783e,Adam Chaniago,"dapat driver nya lama sekali,mending shopee food,langsung dapat drivernya",1,1,2025-11-23 21:16:16,sangat_negatif,2025-11-28 19:27:38.056521
42686522-8aec-47c1-9518-e80d6e8a112b,Bagus Eko Wahyudi (Bagus),aplikasi LOL! KALAU GA ADA DRIVER YAUDAHHHH LAMA BANGET WAKTUNYA BATAL OTOMATIS!!! mau order lagi pake Voucher Gofood jadi gak bisaaa keburu malam dan banyak resto tutup!!!!!!!! CS GAK BERGUNA JUGA!!,1,1,2025-11-23 20:41:19,sangat_negatif,2025-11-28 19:27:38.056521
b32a0edf-c5d1-415f-80b9-fe5e838cac2a,Hafizh Daffa,"saya beli gofood, tapi ga bisa dapet driver, pihak gojek minta tunggu 1 jam baru bisa dibatalin, menurut saya terlalu lama, bisa² mati kelaparan karena mau beli yang lain udah gabisa uang udah masuk ke pembelian sebelumnya, di cancel mau ganti beli lain suruh nunggu 1 jam kocak emang",1,1,2025-11-23 20:09:21,sangat_negatif,2025-11-28 19:27:38.056521
3224b1a4-bbc4-4962-bcb7-9f250a4c27fa,Sabna Nursabrina,waktu pesen makanan di gofood drive nya susah minta bantuan untuk batalin juga susah chat ke toko nya ga bisa,1,1,2025-11-23 20:07:36,sangat_negatif,2025-11-28 19:27:38.056521
cef9cf4c-c4ac-49b8-8213-0f1f0737ec9e,Rami Ramdani,gua lagi kelaparan malah ellor sistem nye nyet bnget dag,1,1,2025-11-23 20:00:05,sangat_negatif,2025-11-28 19:27:38.056521
2d38b37f-d556-47c1-a4d9-68883a0ecd34,Nazham Maulana,"pesen gofood dari jam 18.32, sampai 19.41 makanan gak sampe2. cs nya juga gak bantu sama sekali cuma dikasih kata2 template. mau di cancel juga gak bisa, hadehh...",1,1,2025-11-23 19:42:24,sangat_negatif,2025-11-28 19:27:38.056521
6a4363c1-b8a4-40ef-9824-eac0753b78ac,faiz ikbar,"banyakin diskon gofood dong,minimal ada lah tiap bulan diskon",1,1,2025-11-23 19:14:54,sangat_negatif,2025-11-28 19:27:38.056521
