review_id,content,content_clean,sentiment,rating
85b04278-4011-4203-9ffc-eed43b6bacb4,"Kenapa setiap saya mau pesan makanan di atas Rp300.000 tidak bisa pakai cash? Kalau saya cuma punya cash gimna, masa harus dipaksa top up dulu? Tolong dong di evaluasi lagi...!!","kenapa setiap saya mau pesan makanan di atas rp300.00 tidak bisa pakai cash? kalau saya cuma punya cash gimna, masa harus dipaksa top up dulu? tolong dong di evaluasi lagi..!!",negative,1
81b96018-336f-41b5-a3f0-8a801e8e917c,"untuk gofood kalau bisa buat fitur ganti alamat saat makanan udah dikonfirmasi, karena alamat pembelian suka ganti ganti sendiri","untuk gofood kalau bisa buat fitur ganti alamat saat makanan udah dikonfirmasi, karena alamat pembelian suka ganti ganti sendiri",negative,2
54b67963-13cc-45d9-9304-10710aae604d,"mahal banget di apk sebelah cuman 16ribu-an, disini 36ribu.. buset.. perbaiki lagi tarifnya.","mahal banget di apk sebelah cuman 16ribu-an, disini 36ribu.. buset.. perbaiki lagi tarifnya.",negative,2
b579e81b-eaf4-4db6-8b48-55a069397c2b,"aplikasi buruk, driver kasar, drivernya pun lama. gk bgt","aplikasi buruk, driver kasar, drivernya pun lama. gk bgt",negative,1
c932e071-112c-444a-8368-033b3e5c2a3d,Gojek sering bekukan akun customer tanpa kesalahan yang jelas,gojek sering bekukan akun customer tanpa kesalahan yang jelas,positive,4
fe945d42-dff1-4246-a760-11395ea1aa77,GABISAAA DI UPDATE SETELAH DI UPDATE MALAH GA BISA BUAT DIBUKA TULISANNYA JUGA GABISA UPDATE PADAHAL UDH 100% DI UPDATE,gabisaa di update setelah di update malah ga bisa buat dibuka tulisannya juga gabisa update padahal udh 100% di update,neutral,3
f6925ec2-0fc5-4174-bccc-21f19b5f6942,thq jek.... mohon potongan kalo pake driver komisi jangan segitu... kasian saya kalo mau kasih diskon,thq jek.. mohon potongan kalo pake driver komisi jangan segitu.. kasian saya kalo mau kasih diskon,negative,2
56f67a8d-f3cc-451a-b164-a38c350e05e7,GILA NIH GOJEK! MASA CUSTOMER DISURUH NUNGGU BERJAM² AGAR RESTO MENDAPATKAN DRIVER. HARUSNYA KAYAK SHOPEEFOOD WAKTU MENUNGGU HANYA 12 MENIT PADAHAL ONGKIR SHOPEE 16 RIBU. LAH GOJEK ONGKIR 30RB KARNA PREMIUM TAPI PELAYANAN MERUGIKAN CUSTOMER! ORANG LAPAR KOK DISURUH NUNGGU BERJAM² KEBURU MATI KELAPARAN ANAKKU! MAU DICANCEL GAK BISA!,gila nih gojek! masa customer disuruh nunggu berjam agar resto mendapatkan driver. harusnya kayak shopeefood waktu menunggu hanya 12 menit padahal ongkir shopee 16 ribu. lah gojek ongkir 30rb karna premium tapi pelayanan merugikan customer! orang lapar kok disuruh nunggu berjam keburu mati kelaparan anakku! mau dicancel gak bisa!,negative,1
2856aaf6-7486-49d7-babd-8d6d9d4bfbb7,ko harganya malah makin mahal ya padahal tujuannya GK berubah,ko harganya malah makin mahal ya padahal tujuannya gk berubah,negative,2
27d44b5d-bead-45fb-9a55-d688a5937f32,"Mau gosend tiba tiba dibilang perubahan harga uda jawab setuju tp harganya ga berubah ubah, begitu terus berulang ulang jadi ga bisa pesen. Payah aplikasinya, kecewa jadi ga bisa pesan!","mau gosend tiba tiba dibilang perubahan harga uda jawab setuju tp harganya ga berubah ubah, begitu terus berulang ulang jadi ga bisa pesen. payah aplikasinya, kecewa jadi ga bisa pesan!",negative,2
415add70-799d-4455-a710-ec59a99cda32,"Terimakasih udh mempercepat perjalanan, Smoga sllu dlm lindunganNya 🤲","terimakasih udh mempercepat perjalanan, smoga sllu dlm lindungannya",positive,5
462871c5-5854-4b9a-a2a7-b31880f4ff98,"ini terakhir kali aku pake aplikasi ini,bener""mengecewakan sangat buruk sekali","ini terakhir kali aku pake aplikasi ini,bener""mengecewakan sangat buruk sekali",negative,1
61086f43-30bd-49a4-970e-d1aecb9dc8c9,kokk sekarangg cari drivernga lamaa banget yaa😭 aku haeu nunggus sejam sampe 2 jam an,kokk sekarangg cari drivernga lamaa banget yaa aku haeu nunggus sejam sampe 2 jam an,positive,4
f6e7b5b2-82d9-4f1d-8d33-dcd6f60ca4d9,"Tolong buat pilihan sebelum order, mau lewat jalan tol atau jalan biasa. Agar pilihan jalan oleh sistem, dapat menentukan argonya.","tolong buat pilihan sebelum order, mau lewat jalan tol atau jalan biasa. agar pilihan jalan oleh sistem, dapat menentukan argonya.",negative,1
8cad0468-52b6-4c2f-872e-46418ddbd531,tambah kacau go jek ini ! driver nya yg banyak nolak kok malah di bilang Akun bermasalah ! aturan driver yg nolak² itu di kasih sangsi dong !,tambah kacau go jek ini ! driver nya yg banyak nolak kok malah di bilang akun bermasalah ! aturan driver yg nolak itu di kasih sangsi dong !,neutral,3
199b5e3e-7566-4ca8-8f8d-03ee8ef82d26,"Tolong buka chat sama restonya,biar bisa kami tanya jangan hanya dari resto yg bisa,kalau bisa carikan driver dlu baru pesanan di buat,saya nunggu hampir 2 jam gak datengg karna nunggu nyari driver,klo nunggu driver makanannya udah jadi kami batalin karna nyari drivernya gak nemu2 malah kami disalahin..jadi tolong kalau pesanan masuk diusahakan cari driver dulu bru buat mknn nyaa..🙏🏻","tolong buka chat sama restonya,biar bisa kami tanya jangan hanya dari resto yg bisa,kalau bisa carikan driver dlu baru pesanan di buat,saya nunggu hampir 2 jam gak datengg karna nunggu nyari driver,klo nunggu driver makanannya udah jadi kami batalin karna nyari drivernya gak nemu2 malah kami disalahin..jadi tolong kalau pesanan masuk diusahakan cari driver dulu bru buat mknn nyaa..",neutral,3
ae71dac7-ec31-4b3e-9bd1-c246f593cac6,"pesen sampa 20 menit 3x di terima tapi 3x juga di batalin, hadehhh akhirnya pake motor.. ampun da ah","pesen sampa 20 menit 3x di terima tapi 3x juga di batalin, hadehh akhirnya pake motor.. ampun da ah",neutral,3
f5b051e1-a287-4ae2-897b-5c1e47bde4ce,Driver setia sabar menunggu saat hujan. tks moga berkah buat mas driver,driver setia sabar menunggu saat hujan. tks moga berkah buat mas driver,positive,5
cbde86e4-5e3c-488b-b47b-af86b5a18152,"gojek sekarang lambat selalu terlambat jika memesan go food mau jauh ataupun dekat, sangat lambat, saya tanya ke penjual juga memang dari gojek nya yang lama padahal makanan sudah disiapkan daritadi saya tidak masalah dengan ongkos kirim selama pengantaran tepat waktu, mau pakai yang manapun mau hemat mau prioritas sama saja lambat","gojek sekarang lambat selalu terlambat jika memesan go food mau jauh ataupun dekat, sangat lambat, saya tanya ke penjual juga memang dari gojek nya yang lama padahal makanan sudah disiapkan daritadi saya tidak masalah dengan ongkos kirim selama pengantaran tepat waktu, mau pakai yang manapun mau hemat mau prioritas sama saja lambat",neutral,3
92dfb57b-b647-4f68-92d3-dddc017914a5,Tidak bisa upgrade..lupa tanggal lahir nya min gimna,tidak bisa upgrade..lupa tanggal lahir nya min gimna,neutral,3
ce786962-3447-4b56-82d8-d0bc17b4485d,Pesen goride Dari duren tiga ke jln margasatwa pdk labu. Demi naikin tarif muter lewat Rs Fatmawati. Kenapa gk lewat trakindo/transmart/jln bhakti. Aenehhh,pesen goride dari duren tiga ke jln margasatwa pdk labu. demi naikin tarif muter lewat rs fatmawati. kenapa gk lewat trakindo/transmart/jln bhakti. aenehh,positive,4
c9bd58e7-acff-4b4a-a150-afe1d5506556,"Mitra driver gojek yg TIDAK ADA aktifitas onbid maupun menyelesaikan orderan beberapa waktu, disanksi dengan peringatan, suspand bahkan PM. Tapi kenapa giliran resto GoFood yg TIDAK ADA transaksi bahkan TIDAK BUKA layanan untuk beberapa waktu, bahkan berbulan² TIDAK ada sanksi??? Bahkan, resto yg SUDAH tutup saja masih terlihat ""buka"" di layanan GoFood???","mitra driver gojek yg tidak ada aktifitas onbid maupun menyelesaikan orderan beberapa waktu, disanksi dengan peringatan, suspand bahkan pm. tapi kenapa giliran resto gofood yg tidak ada transaksi bahkan tidak buka layanan untuk beberapa waktu, bahkan berbulan tidak ada sanksi?? bahkan, resto yg sudah tutup saja masih terlihat ""buka"" di layanan gofood??",negative,2
49fd5e64-5fc3-4c61-b09b-1ce45f5ed051,Membantu disaat dibutuhkan.👍👍..sayang harga lain2 lumayan berat🙂,membantu disaat dibutuhkan. ..sayang harga lain2 lumayan berat,positive,4
2de2d3fd-0c99-4fcc-9146-24f684508892,Aplikasi Gojek lama² aneh.. udh rajin bayar gopaylater pas giliran mau Gopaypinjam ditolak mulu .pelit kali lah buat apa ada aplikasi gopaypinjam kalo ga mau kasih pinjam 😡,aplikasi gojek lama aneh.. udh rajin bayar gopaylater pas giliran mau gopaypinjam ditolak mulu .pelit kali lah buat apa ada aplikasi gopaypinjam kalo ga mau kasih pinjam,neutral,3
2f4a49d4-5e2e-4213-ac98-2cbc20fb0a9d,tolong dong untuk pembayaran gofood permudah lg....dgn ovo dana gitu,tolong dong untuk pembayaran gofood permudah lg..dgn ovo dana gitu,positive,4
b87e926f-b17a-4311-87d4-5def5db50492,"terimakasih aplikasi Gojek, karena saya bisa beli makanan, murah lagi","terimakasih aplikasi gojek, karena saya bisa beli makanan, murah lagi",positive,5
19f0c0d5-d354-4f93-9e5b-b618ef5e73a0,"Tolong promo nya disesuaikan dg hal yg tersedia di msg2 area. Utk wilayah ternate gocar dan gomart gak ada, jadi gak perlu promo itu, ganti k promo lain aj misalnya gofood. Jadi promo nya gak kebuang sia sia","tolong promo nya disesuaikan dg hal yg tersedia di msg2 area. utk wilayah ternate gocar dan gomart gak ada, jadi gak perlu promo itu, ganti k promo lain aj misalnya gofood. jadi promo nya gak kebuang sia sia",neutral,3
5140ab2e-eeb1-4cff-9131-7772e931d550,"Pesan gocar 6km dibatalin mulu, ma driver Masalah nya kita udah nunggu, dibatalin pas udah dekat. Klo gojek nya Alhamdulillah lancar","pesan gocar 6km dibatalin mulu, ma driver masalah nya kita udah nunggu, dibatalin pas udah dekat. klo gojek nya alhamdulillah lancar",neutral,3
6dd5ac0e-1e58-4f53-b3f5-f27d5a0fa8e1,"setiap abis hujan, susah bgt dpt nya :(( padahal udh reda","setiap abis hujan, susah bgt dpt nya :(( padahal udh reda",negative,1
52445450-fb6d-4d49-bab7-c0ae080d3003,"Saya memiliki keluhan atas pihak gojek, di karenakan pemblokiran atas akun gopay saya, padahal saya sudh melakukan banding, tapi ttp aja masih di tolak oleh pihak gopay / gojek","saya memiliki keluhan atas pihak gojek, di karenakan pemblokiran atas akun gopay saya, padahal saya sudh melakukan banding, tapi ttp aja masih di tolak oleh pihak gopay / gojek",negative,2
06bd797b-912a-4e63-8f45-a377480de80e,Alamat rumah saya berubah2. Mohon update alamat saya di google maps.,alamat rumah saya berubah2. mohon update alamat saya di google maps.,positive,4
f8e65c4e-1d76-4f06-ab68-47a4e7d30613,"Gojek PLUS nya kurang diskonnya sedikit banget, harga perjalanan gojek dan gocar makin mahal. Serasa pakai Gojek BIASA 👎🏻👎🏻👎🏻","gojek plus nya kurang diskonnya sedikit banget, harga perjalanan gojek dan gocar makin mahal. serasa pakai gojek biasa",negative,1
61ba1484-206a-45d9-9cad-1d334184f282,"Minta tolong,klo saudara-saudari qu yg tercinta as a driver men-cancel or ga mau pick up, terkhusus pas musim ujan dan macet,jujur aja chat customer nya dengan alasan yg real,bilang aja males pick up or harus cancel Krn hujan,mendung,macet or jauh,jng d biarin trus ujung2 nya cancel and cari driver lagi,trus cancel lagi,buang2 waktu customer klo untuk nungguin re-order lagi... Tolong pesan saya ini d sampaikan,Krn lbh baik apa ada nya,dr pada ga ada kejelasan dan buat orang wasting time. Trimaks","minta tolong,klo saudara-saudari qu yg tercinta as a driver men-cancel or ga mau pick up, terkhusus pas musim ujan dan macet,jujur aja chat customer nya dengan alasan yg real,bilang aja males pick up or harus cancel krn hujan,mendung,macet or jauh,jng d biarin trus ujung2 nya cancel and cari driver lagi,trus cancel lagi,buang2 waktu customer klo untuk nungguin re-order lagi.. tolong pesan saya ini d sampaikan,krn lbh baik apa ada nya,dr pada ga ada kejelasan dan buat orang wasting time. trimaks",neutral,3
43829d69-e900-4272-b09e-61d42ec01290,"Tolong kalo kasih maps ke driver yg bener, jgn di buat muter2 atau di kasih jalan yg gak sesuai dgn kendaraan, kan kasian sama drivernya ,, trus klo kasih driver itu yg dekat2 aja dr lokasi kostumer .","tolong kalo kasih maps ke driver yg bener, jgn di buat muter2 atau di kasih jalan yg gak sesuai dgn kendaraan, kan kasian sama drivernya ,, trus klo kasih driver itu yg dekat2 aja dr lokasi kostumer .",positive,4
f360bd81-f9d2-4903-b1e3-5ac5924a02fe,Di Tegal pemesanan go car dan go rider nya lamaaaaa!!!!,di tegal pemesanan go car dan go rider nya lamaa!!,neutral,3
9e615cc7-39c5-493b-83f1-7bc7d32c887c,"Kasih promo gofood kek, udah sering langganan gofood plus tiap bulan tapi makin kesini ngga di kasih promo bjir, mana harga di resto pada di naikin beda sama harga beli langsung di tempat terus yang dateng juga porsinya beda, kadang malah pesenan ngga lengkap, aneh, akhir-akhir ini jadi begini","kasih promo gofood kek, udah sering langganan gofood plus tiap bulan tapi makin kesini ngga di kasih promo bjir, mana harga di resto pada di naikin beda sama harga beli langsung di tempat terus yang dateng juga porsinya beda, kadang malah pesenan ngga lengkap, aneh, akhir-akhir ini jadi begini",neutral,3
0198a02e-7f70-4e78-8ff0-44d99713831b,"Teruntuk costumer gojek, Kalo nggak mau ganti parkir bilang aja, gk usah bilang nanti saya ganti di tips dan yang terjadi tak pernah ada tips Dan jangan janji nanti tips di gopay, Karna kebanyakan hanya janji belaka","teruntuk costumer gojek, kalo nggak mau ganti parkir bilang aja, gk usah bilang nanti saya ganti di tips dan yang terjadi tak pernah ada tips dan jangan janji nanti tips di gopay, karna kebanyakan hanya janji belaka",neutral,3
862fe17c-a8fd-4e0b-88c4-776571da6a01,"Untuk pelayanan jarak dekat,dlam area sih oke lah Cuma klo untuk jarak jauh lbh dr 100km nya ga ada layanan dengan alasan menghindari Driver Pegal2.. dalam artian Deriver Gojek dab Gokar nya LEMAH","untuk pelayanan jarak dekat,dlam area sih oke lah cuma klo untuk jarak jauh lbh dr 100km nya ga ada layanan dengan alasan menghindari driver pegal2.. dalam artian deriver gojek dab gokar nya lemah",positive,4
380902d2-2afd-4d7c-9e97-e56a4c5675ad,"bisa gak ya,untuk kedepan diperbarui untuk gofoodnya.dikarenakan mau ulasan jujur tentang makanan yang gak enak,tapi gak ada bukti fotonya/video takut dibilang ingin jatuhin jualannya.kalau ada fotonya lebih enak,supaya orang lain gak jadi korban selanjutnya.kadang foto makanannya juga ambil dari mana gitu kayak gak sesuai sama aslinya. semoga kedepan aplikasi ini bisa diperbarui lebih baik.semoga kritik dan saran para pengguna aplikasi ini bisa jadi acuan kekurangan² apa yang perlu dibenahi","bisa gak ya,untuk kedepan diperbarui untuk gofoodnya.dikarenakan mau ulasan jujur tentang makanan yang gak enak,tapi gak ada bukti fotonya/video takut dibilang ingin jatuhin jualannya.kalau ada fotonya lebih enak,supaya orang lain gak jadi korban selanjutnya.kadang foto makanannya juga ambil dari mana gitu kayak gak sesuai sama aslinya. semoga kedepan aplikasi ini bisa diperbarui lebih baik.semoga kritik dan saran para pengguna aplikasi ini bisa jadi acuan kekurangan apa yang perlu dibenahi",neutral,3
3378cf32-dcc8-4edd-843a-dd850cca2025,"Tolong dong ubah metode saat pesan nya, after klik pesan, muncul lagi konfirmasi apakah pesanansudah sesuai, ini saya tidak sengaja klik pesanan, trus gbsa dibatalin, ga kaya aplikasi sebelah ada konfirmasi nya sebelum pemesanan.","tolong dong ubah metode saat pesan nya, after klik pesan, muncul lagi konfirmasi apakah pesanansudah sesuai, ini saya tidak sengaja klik pesanan, trus gbsa dibatalin, ga kaya aplikasi sebelah ada konfirmasi nya sebelum pemesanan.",neutral,3
22b44050-8273-438c-86ac-4f1169e18fc4,"Kenapa gopaylater 500 rb tdk bs di perggunakan baik utk pesan gofood atw gocar,tlg ya admin di cek mhn bantuannya","kenapa gopaylater 500 rb tdk bs di perggunakan baik utk pesan gofood atw gocar,tlg ya admin di cek mhn bantuannya",neutral,3
de367e7c-f671-48c1-832c-2f241d306d3f,"sangat mudah, efisien, dan memudahkan dalam transportasi","sangat mudah, efisien, dan memudahkan dalam transportasi",positive,5
6c9dadd8-a119-4a72-b6e8-ee1208cf5ae4,"saldo gopay tiba2 di blokir, tidak tau penyebeb nya apa, sudah menghubungi pihak gopaynya di menu bantuan tetep tidak ada respon dan akun gopay saya masih belum bisa digunakan, tolong segera di perbaiki, karna saldonya mau di pakai. udah hampir 3 bulan saldo gopaynya masih di blokir juga, tanpa memberi alasan kenapa di blokir, ada yg bisa membantu.","saldo gopay tiba2 di blokir, tidak tau penyebeb nya apa, sudah menghubungi pihak gopaynya di menu bantuan tetep tidak ada respon dan akun gopay saya masih belum bisa digunakan, tolong segera di perbaiki, karna saldonya mau di pakai. udah hampir 3 bulan saldo gopaynya masih di blokir juga, tanpa memberi alasan kenapa di blokir, ada yg bisa membantu.",negative,1
acfd1255-5661-4e70-8ed7-3432013f1db4,Uang pengembalian pembatalan perjalanan belum kembali sampai saat ini,uang pengembalian pembatalan perjalanan belum kembali sampai saat ini,negative,2
fec3e086-1719-421c-8c01-948c68504682,"kadang dapet driver cepet kadang luambat, jadi yg buru buru bisa telat itu karna luambat","kadang dapet driver cepet kadang luambat, jadi yg buru buru bisa telat itu karna luambat",neutral,3
3efd4341-b3bd-4241-b0fd-f7c086205ff4,aku kecewa sama toko² makan yang selalu main² kemarin aja aku beli ayam geprek pangeran di gading udah diterima sampai 2 jam belum beres juga pas jam 11 katanya gak goojek terus tutup tokoknya . padahal aku dapet promo itu langsung goojeknya tapi kaya gitu terus kadang kadang dapet ayam kecil padahal itu kan promo aplikasi,aku kecewa sama toko makan yang selalu main kemarin aja aku beli ayam geprek pangeran di gading udah diterima sampai 2 jam belum beres juga pas jam 11 katanya gak goojek terus tutup tokoknya . padahal aku dapet promo itu langsung goojeknya tapi kaya gitu terus kadang kadang dapet ayam kecil padahal itu kan promo aplikasi,negative,2
f19808a8-29f5-4ee8-b73a-0c3999e43aea,"mohon maaf kepada aplikator, ini kenapa apk ga bisa buat angkat telpon dari driver ya, pas mau telpon balik malah pake nomor pribadi, biasanya bisa buat angkat telpon dari driver tapi ini kok ga bisa dari kemaren²...kalo ga ada tindak lanjut saya akan menurunkan rating di apk, terima kasih","mohon maaf kepada aplikator, ini kenapa apk ga bisa buat angkat telpon dari driver ya, pas mau telpon balik malah pake nomor pribadi, biasanya bisa buat angkat telpon dari driver tapi ini kok ga bisa dari kemaren ..kalo ga ada tindak lanjut saya akan menurunkan rating di apk, terima kasih",positive,5
086076c6-92e0-41c0-8328-17307cfed778,"Gojek transfortasi sebenarnya skrg enak dimana mana ready drivernya, tp yg bikin ga enaknya itu tarifnya agak mahal dr appl lain yg jg transfortasi online","gojek transfortasi sebenarnya skrg enak dimana mana ready drivernya, tp yg bikin ga enaknya itu tarifnya agak mahal dr appl lain yg jg transfortasi online",neutral,3
1e4068bb-fadc-44d6-a340-ca562bca27c6,udah 2thn buat gofood malah makin pelit voucherr😔😔😔,udah 2thn buat gofood malah makin pelit voucherr,neutral,3
cde56a34-6d3a-4657-9ab9-cf0fdd7ef088,Coba dong di perluas jangkauan area sampai bandar surabaya Lampung tengah,coba dong di perluas jangkauan area sampai bandar surabaya lampung tengah,neutral,3
a3a9bfe3-2e3c-4280-841c-117c018f7a8f,"Data aman, transaksi lancar, belanja gak ribet, Paylater nya Mantap","data aman, transaksi lancar, belanja gak ribet, paylater nya mantap",positive,5
7046edcc-96e5-473b-96d6-6f3ccf9d51f5,"Aplikasinya bagus hanya saja.. Saya sering kecewa jika menggunakan ""go mart"".. Sering kali barang yg dipesan tidak ada... Pas mesen di aplikasi ada... Pas driver kesana.. Barang malah kosong... Padahal gak bisa keluar beli krn lagi berhalangan...dan karena butuh bgt barang itu makanya pakai go mart Dan akhirnya beli jg yg lainnya, Biar pesenannya banyak...Tp percuma kalau barang yg dipesan tidak ada.. Ini beberapa x terjadi.. Jadi agak trauma jika mau menggunakan ""go mart"" sangat tdk rekomendasi","aplikasinya bagus hanya saja.. saya sering kecewa jika menggunakan ""go mart"".. sering kali barang yg dipesan tidak ada.. pas mesen di aplikasi ada.. pas driver kesana.. barang malah kosong.. padahal gak bisa keluar beli krn lagi berhalangan..dan karena butuh bgt barang itu makanya pakai go mart dan akhirnya beli jg yg lainnya, biar pesenannya banyak..tp percuma kalau barang yg dipesan tidak ada.. ini beberapa x terjadi.. jadi agak trauma jika mau menggunakan ""go mart"" sangat tdk rekomendasi",negative,2
1c8ac632-1a16-4ab5-a89d-b0fc98299664,"sy ada pendapat dan saran. pendapat sy itu klo Gojek lebih ke mengarah motor/kendaraan roda dua krn ada fitur goride comfort, instant. klo grab lebih ke mobil/kendaraan roda empat krn ada grabcar plus, premium gitu. saran sy, yaitu klo pesen gocar XL klo dpt calya sigra sy batal. karna apa? karna menurut sy tdk cocok utk 6 org, walaupun emg calya sigra termasuk ke mobil 3 baris. soalnya tdk ada ac brs ke2, jd panas. coba bikin kyk grabcar plus gitu biar lcgc gk masuk, standar baru masuk","sy ada pendapat dan saran. pendapat sy itu klo gojek lebih ke mengarah motor/kendaraan roda dua krn ada fitur goride comfort, instant. klo grab lebih ke mobil/kendaraan roda empat krn ada grabcar plus, premium gitu. saran sy, yaitu klo pesen gocar xl klo dpt calya sigra sy batal. karna apa? karna menurut sy tdk cocok utk 6 org, walaupun emg calya sigra termasuk ke mobil 3 baris. soalnya tdk ada ac brs ke2, jd panas. coba bikin kyk grabcar plus gitu biar lcgc gk masuk, standar baru masuk",positive,5
f8a03e41-ce18-403d-a9b6-5cec86d514b0,"hujan dikit susah cari driver, gofood sampe 1,5jam gak ada driver,gosend juga sama. bukan mempermudah malah mempersulit","hujan dikit susah cari driver, gofood sampe 1,5jam gak ada driver,gosend juga sama. bukan mempermudah malah mempersulit",negative,1
a19b0906-a445-4015-bfb3-4629d52ab70e,"Gojek jadi kenapa begini dah, masak pesan gofood keterangan sudah disiapkan resto keterangan akan mendapatkan driver ketika makanan siap, udah nunggu set jam lebih eh tiba tiba dibatalkan alasan gak ada driver. Tau gitu knpa gak dari awal aja ngasih tau klo gak ada driver yg mau","gojek jadi kenapa begini dah, masak pesan gofood keterangan sudah disiapkan resto keterangan akan mendapatkan driver ketika makanan siap, udah nunggu set jam lebih eh tiba tiba dibatalkan alasan gak ada driver. tau gitu knpa gak dari awal aja ngasih tau klo gak ada driver yg mau",neutral,3
1b70d0f3-4fff-4267-a278-fb21bea44b5e,"Senang pakai aplikasi ini ,tapi terkadang mep aplikasi nya tidak sesuai tp ada nya aplikasi ini sanggat membantu kita yg bepergian","senang pakai aplikasi ini ,tapi terkadang mep aplikasi nya tidak sesuai tp ada nya aplikasi ini sanggat membantu kita yg bepergian",neutral,3
673269c6-dcec-4db2-953d-22e75547349d,sukses selalu untuk meningkatkan kepeecayaan pelanggan,sukses selalu untuk meningkatkan kepeecayaan pelanggan,positive,5
d9ae3351-38b8-4ff3-bcb6-d1abff4fce3a,"apknya bagus tapi saya kurang promo aja , karna kemarin diakun lain promonya 7K sekarang saya sudah ada akun , tetapi gk ada diskonnya, saya sudah pakai kode promonya tetapi gk bisa juga , mohon diperbaiki kode promonya, saya sudah coba berkali tetapi tidak bisa , terimakasih 🙏","apknya bagus tapi saya kurang promo aja , karna kemarin diakun lain promonya 7k sekarang saya sudah ada akun , tetapi gk ada diskonnya, saya sudah pakai kode promonya tetapi gk bisa juga , mohon diperbaiki kode promonya, saya sudah coba berkali tetapi tidak bisa , terimakasih",negative,2
fa850415-5a43-4f53-9271-30f7771ddab9,sangat memudahkan saya dalam melakukan Aktivitas sehari hari,sangat memudahkan saya dalam melakukan aktivitas sehari hari,positive,5
0b09b932-683a-4b27-a7c1-c1c6aa8de910,Tolong dong untuk pembayaran sediakan juga dana atau ovo...,tolong dong untuk pembayaran sediakan juga dana atau ovo..,neutral,3
8e5a960d-621c-469d-9dc4-55e1e0704a7b,Kerja aplikasinya lambat bngt kelamaan loading padahal jaringan bagus bagus aja,kerja aplikasinya lambat bngt kelamaan loading padahal jaringan bagus bagus aja,neutral,3
