text,sentiment
bagus sih tapi kenapa akun lambat saya tidak bisa di gunakan tolong kembalikan akun saya yang lambat saya daftar lagi ke nomor saya yang biasa nya tidak bisa n email lambat saya masukan tidak bisa juga buruk gojek,negative
tadi pesan makanan melalui go food secara tunai saya kira promosi pas sudah dapat pengemudi ternyata tidak ada dapat voucher samsek jatohnya kan mahal banget menipu pelanggan itu efek juga ke restoran pengemudi pesanan jadi sangat sedikit,negative
makin lambat makin tidak jelas appsnya,negative
sering2 masih promosi soalnya anak kos terimakasih layanan yang sangat bagus dan sangat membantu,positive
sejauh ini untuk go ride dan car good tapi untuk go mart kecewa saya pertama kali coba dapat vocher discount tapi pas dipesan ditelp ternyata barang sebagian kosong vocher tidak kepake terus sebagian yang ada jadi kurang dari min pembelian harga nya jadi lebih mahal tolong diperbaiki sistem nya kalau misal kosong sistem juga kosong,negative
kebijakan baru dari go car untuk pengemudi sangat tidak mensejahterakan mitra nya bonus di perkecil pesanan anyep pengemudi numpuk muter tidak ada yang masuk bensin setelah uang tidak ada sudah tidak worthit ini sih,negative
sangat mengecewakam untuk fitur gopaynya karena mudah sekali kena blokir saya sudah 3kali kena blokir tanpa sebab dan saya sudah menghubungi costumer service namun percuma saja uang saya ludes di makan aplikasi ini tidak ada iklan tapi saldo orang dimakan sungguh ewallet yang sangat buruk saya harap teman teman jangan mendownloadnya nanti menyesal,negative
semakin kesini semakin tidak memperdulikan costumer seperti go point yang minimal penukaran 750point itu terlalu berat dan jika ada promosi goridegofood seperti memaksakan costumer untuk isi gopay kecewa saya pengguna gojek selama 2thn baru 1bulan terakhir ini merasakan jika gojek lebih meng utamakan kelas atas tidak memperdulikan kelas menengah kebawah yang jarang top up dan mempunyai point sedikit wassalam,neutral
pelayanan customer service lama sistem tidak jelas dan aneh pakai gocar beda dengan tarif awal sudah komplain tapi tidak jelas,neutral
aplikasi buatan anak indonesia luar biasa semoga selalu bisa mensejahterakan rakyat indonesia yang join sebagai mitra dan pengguna juga maju terus anak bangsa indonesia kita indonesia,positive
go food plus tidak memuaskan banyak yang toko yang tidak go food plus,negative
mau lapor penutupan restoran tidak dijawab di mana sudah beebrapa email,neutral
mudah kirim barang,positive
gojek aplikasi nya harus ada privasi nya biar tidak sembarang orang ngechat,neutral
mohon edukasi pengemudi untuk menaati peraturan jangan membahayakan nyawa orang lain ini poin paling penting tapi sering disepelehkan,neutral
kenapa saya tidak bisa akses gopay pinjam,negative
seperti mana ini masak iyah di handphone ku tidak bisa kalau mesen gojek malah tidak ada di kota anda bacaan nya kalau mau pesen makan malah tidak bisaa cemana ini di kota pematang siantar masak tidak bisa,negative
harga gosend makin naik tapi cari pengemudi lamaa gofood tidak ada promosi yang menarik dibanding aplikasi lain beda harga sudah sangat jauh,negative
tolong di bagian sulawesi di perluas lagi ya karena banyak di daerah kota kecil belum ada,neutral
aman dan lancar sampai tujuan,positive
di mana hak konsumen saya ingin batal pesanan tapi dipersulit lebih tepatnya ganti opsi pembayaran tapi tidak bisa dibatalkan saya kecewa skali,negative
titik pengemudi yang jemput nyantol di yang jauh sedangkan ada pengemudi terdekat untuk menghemat waktu pelanggan kalau bisa lokasi pengemudi yang terdekat,neutral
kadang masih selalu error pas uprage ke goplus dan lama biasanya tidak sampek 5 menit selesai nah ini kadang 1 hari dan bisa lebih,negative
tolong dong di update lagi map nya terutama untuk gocar bedain mana jalan yang bisa dilalui mobil jalan yang bisa dilalui motor,neutral
pengemudi manja semua sering tiba batal gjlas slalu tidak ad uang kembalian,negative
saran untuk gofood kalau bisa setiap restoran diberi label halal dan non halal terkadang ada restoran yang menyediakan makanan halal namum setelah di scrol kebawah daftar menunya terdapat juga makan non halal,neutral
saya kecewa tidak bisa login lagi padahal setiap hari naik gojek dengan akun yang sama email yang sama email saya masi aktif pesan verif nya masi ada point saya juga hilang gojek mengecewakan pengemudi banyak yang tak sesuai dengan akun,negative
kak saya mau login akun gojek kenapa kgk bisa loading terus sudah beli kuota sudah pakai wifi sama saja nggk bisa tolong di perbaiki semaksimal mungkin agar tidak merugikan orang lain,neutral
banyakin lagi promosi food nya jangan hanya promosi ongkos kirim tapi juga promosi makanannya seperti grab banyak promosi grab food nya,neutral
ihh apasihh saya telat loh karena tidak di terima pesanan nyhaa,neutral
aplikasi yang aneh masak handphone snapdragon 860 wifi on buka aplikasi tidak respon tolong perbaiki lagi lahh,neutral
kalau ngasih voucher itu yang ikhlas tidak usah pakai embel embel segala voucher kenapa harus bisa di gunakan dengan minimal belanja voucher apa itu makin besar kenapa makin pelit aplikasinya semakin naik versi semakin ribet pemakaiannya bikin pusing castamer terlalu banyak kamar boros kuota di tambah lagi biaya aplikasi pemakaian aplikasi menggunakan kuota castamer kenapa harus di bebankan biaya aplikasi lagi ini aplikasi rasa rentenir,negative
ini kenapa layanan go ride dan go car setelah di update kenapa tidak ilang di aplikasi,neutral
mau daftar menjadi gopay plus kok gagal terus menerus ya padahal diaplikasi lainnya ya lancar2 saja,negative
puas dengan harga ongkos kirim,positive
kadang sebel sama pengemudi yang curi customer di depan stasiun mall dan tempat ramai lainnya semoga hal ini menjadi evaluasi kedepannya,neutral
awal pakai sangat bagus lambat ngaret nya parah dan untuk option express percuma banget sudah bayar lebih tapi sering banget telat itu pun kendalanya di pengemudi yang dengan gampang nya batalin dan kemudian harus nunggu dapat yang baru lagi ntah bagaimana sistem kerjanya tapi benar rugi terutama rugi waktu mohon diperbaiki lagi ini masalah sudah terjadi ke saya dan banyak teman saya yang pada akhir nya memilih pakai aplikasi lain yang lebih memuaskan terimakasih,positive
yang semangat ya para pengemudi nya,neutral
promosi terlalu banyak syarat tidak seperti kompetitor grab syarat promosi berbelit belit saatnya pindah ke aplikasi sebelah,neutral
sangat membantu sekali perjalanan ke mana pun bisa cepat dan terjangkau,positive
bagus sii murah juga,positive
jarak jemput jangan jauh jauh kasian kita mau pesan pengemudi dapetnya jauh banget 5 kiloan,neutral
maap ada sediket kesalahan dari drever saya sudah terbayar di aplikasi namun saya masih membayar di drepernya lansung atau ini mungkin sebuah kekeliruan,neutral
akhir akhir ini harga ongkos kirim semakin mahal ditambah lagi dengan biaya aplikasi yang juga semakin bertambah dan kenapa harus dibeban ke pembeli percuma dikasi diskon toh ditambah biaya penangan tidak ada beda nya pas awal awal sangat nyaman go food sekarang tidak lagi jadi mau pesan kudu mikir berkali kali lipat,negative
sudah ya pak jangan update terus handphone saya gacukup pak sampai harus hapus bbrp aplikasi tapi terimakasi aplikasi nya sangat membantu,positive
mana ini kota bandung tidak ada go ride atau gocar instan ngak kedepan banget menjengkelkan mau pesen saja tidak keluar pengemudi padahal saya lihat sebagian lalu lalang tidak mau ambil dari hemat biasa sampai comvort,negative
aplikasi bagus komplit dan yang penting sering kasih promosi voucher,positive
tolong dikasih fitur live chat dong biar tidak garing lewat email saja,neutral
sering dapat pengemudi yang agak jauh posisinya tolong lebih ditingkatkan lagi,neutral
kadang sering ngelag buat pesen gofood lambat loadingnya,negative
buat masuk harus pakai link eh linknya pun tidak bisa diklik sudah dicopy juga tetep tidak bisa dibuka gila banget bagaimana tidak lari ke aplikasi sebelah step awal buat mulai saja semenyedihkan ini,negative
saya puas dengan aplikasinya karena map nya akurat dan pengemudi baik dan ramah,positive
aplikasi yang sangat bagus dan mudah untuk buat kirim kirim barang atau beli makanan,positive
sangat kecewa sudah pesan nunggu lambat tapi tidak ada yang pick padahal pengemudi lalu lalang belum lagi banyak pengemudi yang suka batal pesan gofood dipick sama si pengemudi katanya tunggu makanan lagi dipesan sudah nunggu 50an menit eh dibatalkan sama si pengemudi terpaksa mesan lagi dan nunggu lagi,negative
pusing banyak muncul iklan ini,neutral
ko sekarang tidak ada gomart min,negative
kenapa setiap buka aplikasi gojek langsung ketutup sendiri aplikasinya,neutral
ini bagaimana ya saya mau transaksi di dalam aplikasi mau bayar tagihan dan saya mala lupa pin dan katanya pin dinonaktifkan gimna itu solusinya saya mau gnti pin byak hal penting di akun itu ada uang nya juga bagaimana ini pihak gopay,neutral
aplikasi yang baik tidak bermasalah memiliki banyak promosi yang menguntungkan konsumen,positive
tampilan gojek sekarang susah dilacak pengemudi tidak ketauan posisi di mana dan berapa lambat lagi sampai jemputan gausah diperbaharui kalau bikin ribet,negative
kenapa bisa ini aplikasi pesen makan sendiri padahal saya sedang ngendarain motor handphone terkunci di saku jika kepenceterror touchscreen masa ya bisa pesen makanan lengkap makanan utama cemilan dan minumnya teh manis,positive
bagaimana caranya ngisi saldo gopay pakai baca kenapa cuma atmbersama,neutral
tolong d perbaiki lagi setiap pesan slalu pengemudi nya jauh kasian mreka keluarkan bensin setiap kamu nya dengan ongkos yang tidak seberapa,neutral
sangat membantu sekali tapi kalau bisa pengemudi yang buat nganter orang jalannya lebih hati hati selebihnya baguss,positive
gampang kalau keluyuran tidak tau jalan,positive
alhamdulilah sangat meringankan dan membantu banget tapi kalau pesan pasti dapat nya jauh terus mohon di sesuaikan lagi dengan posisi pemesannya,positive
sudah tidak seperti dulu setiap pesan makanan kupon diskon bisa di tumpuk diskon dari restoran kupon promosi,neutral
sekarang saya pakai aplikasi lalamove lebih murah pakai gojek jarak 5km ongkos motor 29rb pakai lalamove cuma 15rb,positive
tolong tingkatkan dalam pencarian pengemudi di daerah kilo balikpapan klau mmng ada pengemudi yang dekat tolong d arahkan,neutral
jarak tempuh yang ada di aplikasi terkadang lebih panjang dari pada rute yang biasa dilewati contoh arah jl smea sby ke jl arief rahman hakim bapak gojeknya sering saya arahkan supaya tidak terlalu jauh kalau sesuai rute aplikasi,neutral
setelah update kenapa sekarang gps tidak pernah kalau pernah pun jarang sekali setelah update terakhir entah kenapa jadi merasa males pakai gofood sekarang,neutral
sangat membantu sekali dalam pembayaran apapun promo2 nya juga banyak sekali,positive
gocar yang di dapat selalu dari posisi yang jauh dari lokasi sehingga bolak balik di batal oleh pengemudi tolong donk perbaiki kualitas aplikasinya sehingga bisa dapat gocar yang posisinya bisa lebih dekat agar efektif dan efisien bg kustomer,negative
pantesan sepi orde food ongkirnya jarak 3 kamu saja 1200 biaya pelayanan 300 gile mending beli di tmpt laen,neutral
2kali pakai akun gojek saldo gopay saya entah ke mana dan alasan update padahal susah banget update sudah ikuti intruksi hapus cahte malah tidak bisa masuk bagaimana ini aplikasi,negative
baik dan nyama,positive
semua juga sudah tau ini aplikasi yang bagus and berguna banget setiap hari untuk kita so tunggu apa lagi yang belum download buruan biar tidak ketinggalan jaman,positive
dahulu saya sangat suka dengan gojek dengan promo2nya tetapi sekarang pengemudi potongan 8rb tapi hanya terpotong 4k dengan gratis ongkos kirim ttp minimumnya 1520rb sekarang jadi lebih suka yang sebelah,positive
gojek sekarang aneh masa mau pakai qiris dan mau tf ke bank tidak bisa alasanya sinyal padahal sinyal juga bagus terus di coba pakai wifi juga seperti gitu lagi masalah sinyal tidak jelas,negative
appnya bagus aplgi karya anak bangsa tapi tolong vouchernya jangan pelit masa 2 makanan saja tidak bisa sampai trn 50 ke bawah malah 60 ke atas mungkin untk yang lain in masih murah tapi yang lain lagi belum tentu bukannya mau membandingkan di aplikasi sblh harganya lumayan masih bisa dijangkau psti kalau ad banyak voucher ataupun sdkit lebih murah akan banyak orang yang pakai termasuk saya pndpt serta saran sja sih kan semua orang pnya hak kebebasan berpendapat terima kasih,positive
bisa untk memudahkan perjalanan anda membeli makanan tinggal pesan dari rumah untk pembayaran bisa cash atw mengisi ewallet nya,neutral
tolong kembalikan fitur double voucher,neutral
setiap pesan di daerah yang banyak pengemudi tetap saja ditolak,neutral
di tempat yang rame lambat banget ketemu pengemudi,negative
luar biasa pelayanannya,positive
coba gojek ada games bisa dapetin saldo gopay pasti sayah makin tingngkat kan bintang nya,neutral
gopaylater dari kemarin tanggal 1 agustus tidak bisa di pakai pas bisa di pakai tiba2 tidak masuk kriteria padahal tidak pernah telat bayar paylater selama tidak bisa pkai paylater bintangnya 1 saja kecewa berat,negative
berguna sekali saat berada di kota lain atau saat kendaraan pribadi lagi bermasalah,negative
kalau pesan gocar kenapa selalu dapat pengemudi yang jauh terus padahal di aplikasi banyak pengemudi di sekitar yang dekat,neutral
aplikasi yang sangat membantu buat saya yang tidak bisa bawa kendaraan sendiri lebih2 banyak promosi yang bisa di pakai,negative
aplikasi yang buat kita semakin nyaman mau jalan kemaana saja moga kedepannya lebih bagus lagi kalau untuk go cars pakai sistem siapa yang terdekat jadi kami tidak mnunggu lama banyak pengemudi go car pakai sistem prioritas kalau dhapus biar kami tidak lambat nunggu dan cepat dapat mobilnya,positive
aplikasi yang sangat bagus min kenapa insentif dari prakerja tidak masuk masuk tidak,positive
bikin iklan di halaman pesanan sangat mengganggu harusnya tidak ada iklan di aplikasi karena saya sudah bayar komisi dan biaya pemesanan setiap kali pesan,negative
promosi di banyakan untuk goride gocar dan gosend,neutral
tolong dong ada fitur untuk ganti nomor kalau nomor kita hilang atau hangus karena kalau harus urus ke provider belum tentu smua orang punya waktu buat ke gerainya,negative
semenjak ada aplikasi gojek transportasi jadi lebih mudah apalagi kalau musim hujan dulu kalau mau pergi bingung mau naik apa skr tinggal ketik pencet yang jemput sudah datang trimakasih gojek,positive
pesan sekali datang pengemudi beberapa orang kasian loh di batal tidak niat ngasih tips tetiba saldo sudah masuk ke pengemudi sebagai tips minta d kembalikan tidak bisa parahhg,negative
saya pesan instant kenapa yang masuk ke pengemudi jadi sameday jadi pengemudi harus jemput lagi ke customer lainnya tidak langsung antar ke tujuan,neutral
tambah pelit saya sudah ngk pernah dapat voucher goshop padahal saya sering pakai dan membutuhkan voucher goshop hemat mulai dari potongan 10ribu sampai 5 ribu saya pakai tapai sudah tidak pernah ada aplikasi tidak makin majun malah semakin kemunduran,neutral
tolong dong fitur ganti metode pembayaran ketika sudah di ordee di adakan lagi,neutral
aplikasi anak bangcat akun saya dinonaktifkan tanpa alasan yang jelas ditanya alasan penonaktifan akun apa tidak pernah dijawab tidak transparan dan menyusahkan customer harus buang2 pulsa setiap laporan mereka bilangnya tunggu jawaban paling lambat 2 kali 24 jam ternyata sampai 2 tahun lebih saya nunggu tidak ada jawaban hahahahaha memalukan pelayanannya jauh sama kompetitor sebelah woyy,negative
tarif nya mahal sekarang gojek,negative
awal kasih bintang 5 suka pakai aplikasinya sejak sebelah ku boikot tapi kenapa iklan muncul di layar ya bahkan saat aplikasinya sudah ku tutup sangat mengganggu sekali iklan kalau pas aplikasi dibuka wajarlah ya meskipun juga mengganggu sebenernya tapi bisa maklum tapi kalau aplikasi sudah ditutup pas kerja keluar iklan gojek tidak banget,positive
tolong di perbaiki masalah pembayaran menggunakan go pay jangan pesan an dan kenyataan berbeda dari pesan an murah jadi setelah di antar jadi mahal dan go pay bisa ilang sendiri sebelum kita acc kan aneh uang pelanggan kenapa di curi,neutral
kami ini juga ingin makan buka hanya pemain slot masak yang di utamakan main slot setengah hari dapat sampaib15 pesanan sementara yang pemain reguler dalam 1 hari hanya bisa dapat pesanan 5 sampai 6 pesanan,neutral
kenapa tidak bisa pakai gopay ya tidak ada pilihan gopay pada jenis pembayarannya padahal saldoku masih banyak,negative
pada tengah malam banyak pengemudi yang minta jalanin bon aplikasi karena posisi kita baru datang bertamu d kota orang jadi agak sedikit takut hingga menuruti permintaannya tolong yang seperti gini d benahi,neutral
sebelumnya saya minta maaf sama gojek bukanya saya nggk suka sama aplikasi gojek saya suka cuman ongkos jangan la di beban kan ke custamer ongkos mahal sehingga banya pelanggan gojek yang pinda aplikasi tetangga khususnya untuk goride mahal di rasa sama custamer sementara yang di dapat pengemudi tetap bayangkan ongkos dasar 1200 yang di dapat pengemudi hanya 800 dari sini saya menyimpul kan kenapa custamer banyak pindah ke aplikasi yang lain karena lebih mahal dari apikator yang di aplikasi sebelah,negative
sejak jadi anak sultan aplikasinya malah sering nge hang,neutral
aplikasi ini ribet banget mau masuk akun kenapa pakai link biasanya aplikasi lain cukup pakek otp ketinggalan zaman sedangkan nomor nya di simpan di handphone jadul mana mungkin bisa buka link untuk handphone intenetnya singgel cart bener2 buruk ini aplikasi defelovernya kurang cerdas i kalau pun resphon pasti system yang jawab mohon maaf atas ke tidak nyamananya anr bla bla bla buruk,negative
sangat membantu sekali aplikasi seperti ini tingkatkan terus pelayanan nya lebih senang lagi kalau banyak promosi,positive
suka banget sama layanan yang tersedia apalagi promo2nya selalu berikan kami layanan terbaikmuu go jek,positive
pengemudinya ramah2 sopan tapi sayang didaerah saya sinyalnya jelek mau kasih bintang 5 bari pijit 2bintang sudah hilang bintangnya padahal mau kasiih bintang 5 kedraivernya,negative
suka banget sama aplikasi ini tidak ngeberatin pengemudi sama customer suka ada kode kode yang bikin harga turun dan kalau pun turun harganya tidak kurang ke drivernyaa suka banget love you gojek,positive
klau boleh saran tolong lah jangan kasih pengemudi yang jauh untuk jemput ke lokasi pelanggaan sedangkan dekat lokasi pelanggan kelihatan banyak pengemudi,neutral
sering update buat memory penuh,neutral
buruk banget gojek sekarang beli langganan gofood ketika sudah dipakai sekali pas di cek lagi yang bisa pakai promosi langganan sedikit banget rugi sih pakai langganan gojek sekarang mending di ijo sebelah sekali pakai langganan semua bisa dapat promosi,negative
apa ini aplikasi apaan ini saya kira gampang banget pakenya ternyata susah banget saya mau bagus up diamond saja tidak bisa aneh banget jaringan stabil kenapa saldo gopay banyak cuma bagus up 16 ribu tidak bisa aplikasi tidak jelas ini tidak usah dipake harus beginilah begitulah menyesal saya saya peringatkan ya jangan dipakai paham,negative
belanja pakai gopay di alamar pas nunjukin kode batang untuk scan barcode eror karena waktunya 5 detik jadi gagal scan ko bisa ya,negative
sebelumnya tidak ada masalah tetapi ketika saya berlangganan gofood plus promosi yang ditawarkan langsung berbeda biasanya pada jam jam tertentu akan ada promosi besar bertanda kuning namun setelah saya berlangganan gofood plus promosi tersebut tidak pernah muncul lagi bukannya mendapat keuntungan saya malah merasa dirugikan dengan berlangganan mohon direspon atau ditindak lebih lanjut,negative
tidak paham lagi skarang pesan makanan ganti pengemudi bisa sampai 3x dan banyak banget biaya ini itunyaa hadeehh,neutral
barusan pesan terus pakai pembayaran tambahan biar tidak telat tapi restoran nya telat terus gofood seenaknya nukar jadwal keterlambatan lucu,neutral
semenjak pakai mab paylaternya sangat bobrok sangat disayangkan bertahun tahun menggunakan gojek sakit sesakit sakitnya cuma telat bayar paylater tidak dapat digunakan cari customer service nya saja susah tanpa ada keterangan harus bagaimana huff hati sudah kalau mau pakai bukan menjelekan ini kenyataan kalau mau nyoba jangan ragu lebih banyak aplikasi paylater yang lain dulu gojek findaya tidak seperti gini percuma mau maju perusahaan kalau di dalem nya tidak support,negative
banyak pengemudi yang tidak mau ngerasain pesanan tapi mereka tidak jalan2 di maps nya atau sengaja biar customer nya yang ngebatalin,neutral
komitmen dan tepat waktu sangat membantu setiap waktu stiap saat selalu ada dan cepat,positive
pelayanan nya baik memuaskan dan tepat waktu terimakasih,positive
kecewa mode hemat sudah tidak ada di rincian adanya hari rabu tetapi saya buka hari rabu tidak ada padahal enak pakai mode hemat bisa ngirit,negative
saya pengguna setia gojek terutama pengguna layanan gofood saya mau ngasih kritik kenapa biaya ongkos kirim gofood tidak disesuaikan dengan jarak saja kalau tempat makan dari customer ada 1 5 kamu atau lebih sih masih dapat diterima ini kalau kurang dari 1 kamu biasanya 4rb naik jadi 6rb rasanya aneh dan mahal,negative
transportasi yang mudah dan nyaman,positive
ini aplikasi kenapa ya setiap sudah selesai 100 pasti ngulang2 lagi dari awal habisin kuota saja tolong dong saran harus bagaimana terimakasih,positive
sangat puas alhamdulillah selalu dapat pengemudi yang amanah,positive
alikasi gopay sangat membantu sekali terutama untuk kami para anggota program prakerja yang belum memiliki rekening bni dan masih banyak lagi fitur lain yang bermanfaat di gopay ini silahkan di unduh terima kasih,positive
penjemputan cepat dan harga murah,positive
aplikasi sering tidak respon kadang pengemudi chat dan telpon tidak tersambung,neutral
sangat jelek sistem terkadang error dan itu sangat menggangu di saat ingin pesan gojek tidak bisa merespon di saat sudah bagus up gopay sistem juga tidak menampilkan jumlah bagus up nya,negative
jangkauannya luas yah yang lokasinya jauh bisa ttp pesen gofood,neutral
gojek masuk nya sulit harus pakai link dan gopay nya sering error tidak jelas dan ketika masuk sering keluar sendiri astaga update versi baru hancur,negative
ini bagaimana ya kode token buat pin gopay nya tidak ada terus sudah d coba tengah malem sore pagi2 seperti kurang juga belum muncul2 mana aktifin gopay cmn buat beli theme handphone saja lagi,negative
aplikasi parah harga sudah mahal nunggu mang ojek nya lambat banget padahal bukan jam sibuk dan pembayaran sudah pakai gopay dan sudah lambat nunggu malah tidak dapat ojek padahal di map banyak simbol ojek lagi mangkal,negative
bagus layanan bang gojek,positive
lihat ulasan thn 2020 ternyata pernah kasih bintang 1 sekarang saya upgrade jadi bintang 5 karena apknya sekarang jauh lebih memuaskan trimakasih gojek,positive
minta tolong untuk pilihan deliverypickup itu dihapus saja gag ada gunanya malah bikin para emak bingung saya sebagai merchant kesulitan ketika mendapati emak yang pesan pesanan tapi tidak sadar memilih menu jemput terimakasih,positive
server nya lagi down ini bayar pakai gopay kenapa tidak bisa yah padahal saldo ada,negative
kenapa pengemudi pada suka mengeluh jauh dari lokasi penjemputan padahal jarak pengemudi dengan titik jemput itu cuman 2 3 kamu saya sebagai penumpang kan juga bisa menunggu jadi yang biasa membuat saya terlambat bukan karena macet melainkan mencari pengemudi,negative
kami joglo pujasera sudah menjadi mitra go food dan menjadi pilihan makanan nusantara dengan variant menu bisa dilihat di aplikasi,neutral
terima kasih selama ini sangat membantu kalau boleh kasih masukan di aplikasi ada menu chat mungkin bisa di beri pilihan delete karena chat di aplikasi belum ada menu pilihan untuk menghapus terima kasih,positive
buat pengemudi tolong sediakan uang receh buat kembalian saya seringnya bayar cash kadang uang kembalian tidak ada atau kurang karena tidak ada receh ujung2nya saya relakan uangnya dan ongkos ttp saja jadi mihil,negative
bagus mudah digunakan juga,positive
promosi gofood sudah tidak seseru dulu yang bisa gabung promosi sekarang jadi lebih mahal tidak seruu,negative
terbantu banget kalau kita lagi butuh cepat tapi ya gitu kalau hujan susaah sekali gocar juga dapatnya jauh dari posisi kita tingkatkan lagi mutu pelayanannya ya sukses selalu buat gojek,positive
voucher go food sudah tidak bisa digabung lagi padahal sudah langganan gojek daripada aplikasi lain dari dulu,negative
pelayanan baik cepat dan ramah terimakasih gojek,positive
2 hari berturut turut saya pesan gocar hemat selalu tidak jalan pengemudi saya chat tidak pernah balas akhirnya saya ganti ke gocar biasa tapi sama saja lama,neutral
baik dan memudahkan,positive
bagus sih kak aplikasinya tapi sejak harus nunggu konfirmasi pesanan dari restoran saya jadi sebel karena pesanannya sering dibatalkan tanpa saya sadari ribet banget apalagi kalau pas pesan banyak menu harus ulang lagi dan lagi kenapa tidak mencontoh sistem kompetitor yang praktis efisien dan tak ada itu opsi2 batal segalak,neutral
terlalu jual mahal pengemudi mobilnya dan meminta tarif lebih mahal,negative
saya bangga indonesia punya gojek namun saya sangat kecewa dengan pelayanan paylater yang tidak sengaja saya gunakan dan tiba tiba sudah denda sebanyak 40ribu kenapa baru mengingatkan pada saat denda sudah besar lalu ketika dibayar gagal terus bagaimana ini apa supaya utang saya menumpuk jadi dibeginikan lebih baik paylater dihapukan dari layanan karena sangat merugikan dan buruk dalam melayani,negative
sangat membantu saya jadi lebih muda untuk belanja dan bertransaksi terimakasi gojek,positive
saya hapus dulu yak,neutral
alhamdulillah nempermudah sarana tranportasi yang konsisten,neutral
saya sudah lambat menggunakan gojek tapi sekarang saya kecewa karena setiap pesan food ataupun goride dapat pengemudi terlalu jauh jadi kalau kita buru2 tidak bisa tolong diperhatikan,negative
mau instal disuruh nunggu 60menit alasannya terlalu banyak percobaan padahal baru mau mulai daftar akun,neutral
ongkos kirim nya mahal banget mending saya pesan di grab lebih murah ongkos kirim nya kadang ada promosi untuk gratis ongkos kirim lebih enak sudah itu saja yang tidak enak dari go jek,neutral
nice service but the price is quaite expensive 0,positive
updite aplikasinya tolong dipercepat harus satu jam yaa menunggu,neutral
bagus up hari minggu pagi sampai sekarang belum masuk ntah apa karena offline atau hari libur kerja menyesal pakai si ijo mendingan si ungu atau si biru bagus up lebih mudah,positive
aplikasi gojek berat buka nya lama harus diperbaiki supaya aplikasinya menjadi ringan,neutral
sangat bermanfaat di masa pandemi khususnya dan disaat mager terimakasih gojack,positive
perubahan data saya belum ada jawban sudah hampir 1 bulan padahal di email sudah jelas hanya saja saya minta perubahan waktu upgret gopay plus pakai sim mau diubah pakai ktp tapi samapai saat ini belum da jawaban,neutral
kalau bisa input alamat lebih baik karena gara-gara ini saya diomelin sama deiver,positive
tidak jelas tiba dateng makanan di suru bayar pula aneh,neutral
terima kasih buat aplikasi gojek sudah ngasih harga yang murah banget kenapa murah soalnya saya pakai gopay jadi bayarnya bisa lebih hemat banget aplikasi ini cocok banget buat pelajar seperti saya terima kasih juga sudah ngasih voucher potongan harga jadi nya ongkos saya bisa hemat kl sekolah sekali terima kasih banyak buat aplikasi gojek sudah ngebantu saya jangan lupa ya kasih voucher lagi buat saya,positive
makin sini makin main harga,neutral
aplikasi gojek gofay sangat menarik dan membantu saya aplikasi yang sangat luar biasa tapi tolong donk diperbaiki kadang akses loading nya lambat jadi saya kasih 5 biar pun saya merasa,positive
