review_id,user_name,content,rating,thumbs_up,review_date,sentiment,scraped_at,content_clean,sentiment_new,sentiment_old,label
b4c9a879-070f-41e7-8885-2f82a0db6e05,Ersa Hariati,"Udah malas rasanya naik gojek, kemarin minggu malam senin subuh ambil voucher tapi gak muncul heran gojek sekarang",3,0,2025-01-07 18:34:52,neutral,2025-11-28 19:30:23.794768,sudah malas rasanya naik gojek kemarin minggu malam senin subuh ambil voucher tapi tidak muncul heran gojek sekarang,neutral,neutral,1
8b3b881a-8894-482c-a68f-0ba8768a44b7,M Azfa,"paling nyaman aku pakai gojek sih... hp pernah tertinggal di mobil driver, dan langsung dikembalikan.. drivernya ramah² juga.",5,0,2025-10-11 13:21:33,positive,2025-11-28 19:30:23.794768,paling nyaman aku pakai gojek sih hp pernah tertinggal di mobil driver dan langsung dikembalikan driver ramah² juga,positive,positive,2
15c27fc3-0feb-475c-8b22-c6bb114b12a7,Kaia Mitchell,"Kenapa tarif ongkir untuk pengantaran gofood lebih mahal dibandingkan harga makanannya sendiri, sudah harga makanan dinaikan dari harga aslinya, sudah naik harga asli makanan, ditambah lagi biaya pelayanan+ biaya pengantaran dan lain sebagainya. Tekor pembeli uy",2,1,2024-09-08 12:18:08,negative,2025-11-28 19:30:23.794768,kenapa tarif ongkir untuk pengantaran gofood lebih mahal dibandingkan harga makanannya sendiri sudah harga makanan dinaikan dari harga aslinya sudah naik harga asli makanan ditambah lagi biaya pelayanan biaya pengantaran dan lain sebagainya tekor pembeli uy,negative,negative,0
3022e4ee-395a-4520-8568-c2942470478c,Jeje,"Driver gofood tidak ramah, orderan tidak sampai, ditambah dengan ancaman, jangan pakai aplikasi ini guys bahaya, respon penanganan lambat",1,2,2025-08-22 22:16:20,negative,2025-11-28 19:30:23.794768,driver gofood tidak ramah orderan tidak sampai ditambah dengan ancaman jangan pakai aplikasi ini guys bahaya respon penanganan lambat,negative,negative,0
aedf46c2-36cf-454a-a521-78cdac9767e5,Marjono Siaw,"Sangat disayangkan Untuk pembayaran QRIS toko masih belum bisa menggunakan kartu kredit... Kartu kredit hanya bisa untuk pembayaran goride/gocar dan gofood doang..... Kalau nanti sudah bisa bayar QRIS toko pakai kartu kredit, akan dipertimbangkan bintangnya. Saat ini kasih bintang 3 dulu ...",3,27,2024-09-01 10:21:18,positive,2025-11-28 19:30:23.794768,sangat disayangkan untuk pembayaran qris toko masih belum bisa menggunakan kartu kredit kartu kredit hanya bisa untuk pembayaran goride gocar dan gofood doang kalau nanti sudah bisa bayar qris toko pakai kartu kredit akan dipertimbangkan bintangnya saat ini kasih bintang dulu,positive,neutral,2
b886619e-7792-4436-b9c8-823665d84558,Hadi Sumanang,"SATU HARI 2X TRANSAKSI GAGAL DI HARI YG SAMA DAN SALDO NTAH KEMANA. RESPON SANGAT LAMBAT DAN BERBELIT BELIT, TIDAK ADA KE PASTIAN SALDO AKAN KEMBALI. SANGAT PAYAH UNTUK SEKELAS APK GOPAY UNTUK MEMRESPON PERMASALAHAN INI. UNTUK GOPAY UANG SEGITU TIDAK ADA ARTI KALO UNTUK RAKYAT KECIL UANG SEGITU SANGAT BERATI UNTUK BAYAR PENGOBATAN DLL.",1,1,2025-11-18 11:47:17,negative,2025-11-28 19:30:23.794768,satu hari 2x transaksi gagal di hari yang sama dan saldo ntah kemana respon sangat lambat dan berbelit belit tidak ada ke pastian saldo akan kembali sangat payah untuk sekelas aplikasi gopay untuk memrespon permasalahan ini untuk gopay uang segitu tidak ada arti kalau untuk rakyat kecil uang segitu sangat berati untuk bayar pengobatan dll,negative,negative,0
10c89978-374e-42eb-b528-af5b6a879a81,Ayu Lusiana,"Apa tidak bisa memblokir driver, agar untuk selanjutnya tidak mendapatkan driver itu lagi?",3,0,2024-12-31 12:01:38,neutral,2025-11-28 19:30:23.794768,apa tidak bisa memblokir driver agar untuk selanjutnya tidak mendapatkan driver itu lagi,neutral,neutral,1
72d44a6a-5304-4872-85a3-45a64f86c196,Propes Marilyn,"Drivernya suka minta customer cancel alasannya kejauhan. Kemudian kalo dapat order driver lama bergerak kemungkinan ketiduran, chat, call selow respon.",3,0,2024-01-16 19:58:07,neutral,2025-11-28 19:30:23.794768,driver suka minta customer cancel alasannya kejauhan kemudian kalau dapat order driver lama bergerak kemungkinan ketiduran chat call selow respon,neutral,neutral,1
f1e0f806-4fac-4281-9281-8cdceaf8e35f,Fendi,"Gojek nya sering error padahal internetnya kenceng"" Aja",3,0,2023-04-20 22:16:10,negative,2025-11-28 19:30:23.794768,gojek nya sering error padahal internetnya kenceng saja,negative,neutral,0
a905cc7a-b675-4722-9a77-04f32bca2930,Sri Yanto,Baru baru ini aplikakasi saya nggak bisa dibuka untuk pesan driver keanapa?,4,0,2024-12-26 12:43:33,neutral,2025-11-28 19:30:23.794768,baru baru ini aplikakasi saya tidak bisa dibuka untuk pesan driver keanapa,neutral,positive,1
d4db2c1e-a997-42aa-bce5-0a55f1b51943,Annisa sekar,"Bisa di ringkas rute nya?klo gk bisa pke jln yg familiar aja jngn yg sepi & bnyk tikungan, trs klo udh dijln rute nya jngn di ubh² di patokin aja rute nya klo mau tak beliin paku biar gk ubh²",4,0,2024-09-27 17:27:14,positive,2025-11-28 19:30:23.794768,bisa di ringkas rute nya klo tidak bisa pke jln yang familiar saja jngn yang sepi bnyk tikungan trs kalau sudah dijln rute nya jngn di ubh² di patokin saja rute nya kalau mau tak beliin paku supaya tidak ubh²,positive,positive,2
895e9014-25f7-422a-b85b-056b159bbe80,Firdaus UUS.PSYCHO,"Mohon maaf saya beri bintang 3karena ada kendala. Ketika Saya ingin top up saldo go-pay kepada keluarga saya saya disuruh update, tapi setelah saya update masih tidak bisa coba un-install halo saya instal kembali tetap saja tidak bisa tolong diperbaiki secepatnya karena ini sangat tidak nyaman walau layanannya friendly terima kasih",3,4,2023-07-06 14:11:32,positive,2025-11-28 19:30:23.794768,mohon maaf saya beri bintang 3karena ada kendala ketika saya ingin top up saldo go pay kepada keluarga saya saya disuruh update tapi setelah saya update masih tidak bisa coba un install halo saya instal kembali tetap saja tidak bisa tolong diperbaiki secepatnya karena ini sangat tidak nyaman walau layanannya friendly terima kasih,positive,neutral,2
7a4a67dd-19a3-4a9a-8782-efa2db07f367,Windra Chen,"Gps sering gak pas sama titik, driver jadi malah komplain ke kita selaku pemesan. Sering juga order gofood udah on gps titik anter malah alamat kita yg lain, yg kebetulan ke save.. Ribet. Kalo buru2 kan suka lupa cek.. Tapi gps on mestinya langsung aja di lokasi kita berada",3,65,2024-06-09 14:18:59,neutral,2025-11-28 19:30:23.794768,gps sering tidak pas sama titik driver jadi malah komplain ke kita selaku pemesan sering juga order gofood sudah on gps titik anter malah alamat kita yang lain yang kebetulan ke save ribet kalau buru2 kan suka lupa cek tapi gps on mestinya langsung saja di lokasi kita berada,neutral,neutral,1
cf178358-fe25-448e-b6b0-3036799c77b1,Revo Lusiani,di buat war tiket promo bis trans Semanggi sllu gak bisa....kata nya membantu trnyt????,1,0,2025-08-17 00:17:28,negative,2025-11-28 19:30:23.794768,di buat war tiket promo bis trans semanggi sllu tidak bisa kata nya membantu trnyt,negative,negative,0
04902247-98a4-4f47-893e-d99a14fd0b7f,Satria Adhy P.,TRANSAKSI GOPAY TABUNGAN LAGI ADA KETERLAMBATAN. 1 jam berlalu ga ada perbaikan BOSS? duit gede itu yg ilang.,3,27,2025-07-21 18:03:01,neutral,2025-11-28 19:30:23.794768,transaksi gopay tabungan lagi ada keterlambatan jam berlalu tidak ada perbaikan boss duit gede itu yang ilang,neutral,neutral,1
043fc4d0-d019-4c89-9726-370ccaf82dca,Alinda Rahmawati,"tolong ya untuk pihak gojek, saya ini lgi gak pake apk nya, tau"" nya ada kode kirim ke no saya, tolong lah, jngn asal gtu orng masukin jelas bukan no nya",5,0,2025-09-01 19:08:59,positive,2025-11-28 19:30:23.794768,tolong ya untuk pihak gojek saya ini lagi tidak pake aplikasi nya tau nya ada kode kirim ke no saya tolong lah jngn asal gtu orang masukin jelas bukan no nya,positive,positive,2
8e551e8e-6b20-4ef1-a1fc-0619248e323e,Naura Aisya,"seneng bgt karena bpk nya sabar²,trs mau diajak kondusif tp kadang cerita² dikit",4,0,2025-04-30 19:06:55,positive,2025-11-28 19:30:23.794768,seneng banget karena bpk nya sabar² trs mau diajak kondusif tapi kadang cerita² dikit,positive,positive,2
8b475b46-c671-42f4-bc32-684384546def,MEMET SUMEMET,Halo kak.. Pada tanggal 3 Desember Saya merubah nomor hp di akun gojek saya..setelah saya ubah terus tiba tiba yang muncul malah akun baru Dan gopay pinjam saya hilang malah disuruh daftar baru,3,0,2024-12-07 10:25:52,negative,2025-11-28 19:30:23.794768,halo kak pada tanggal desember saya merubah nomor hp di akun gojek saya setelah saya ubah terus tiba tiba yang muncul malah akun baru dan gopay pinjam saya hilang malah disuruh daftar baru,negative,neutral,0
597f7168-9d96-41e6-b73b-f84445cf2d82,Syarifudin Pudin,Aplikasi gojeg sekarang bnyak tolong dong iklan nya jgn per 10 detik sangat mengaggu🙏🙏,3,0,2024-03-16 07:13:18,neutral,2025-11-28 19:30:23.794768,aplikasi gojeg sekarang bnyak tolong dong iklan nya jgn per detik sangat mengaggu,neutral,neutral,1
129333df-0f26-48f4-a91c-fa0d62f4768e,Nasya Cila4,segala jdi mudah dan praktis tidak perlu keluar klo lagi cape,5,0,2025-05-24 13:34:30,positive,2025-11-28 19:30:23.794768,segala jadi mudah dan praktis tidak perlu keluar kalau lagi cape,positive,positive,2
94b7043d-8337-4b5a-8b90-588f1d60334a,Ukie,Kenapa belanja di gomart tidak bisa bayar pakai gopay coins? Seharusnya bisa dong ya disemua layanan goto. Tolong ditingkatkan! 👌,5,0,2025-09-17 16:27:01,neutral,2025-11-28 19:30:23.794768,kenapa belanja di gomart tidak bisa bayar pakai gopay coins seharusnya bisa dong ya disemua layanan goto tolong ditingkatkan,neutral,positive,1
f83fc3a8-2ec9-4c3f-b56a-1bf1fdc4644b,Anton Yuliadi,jl Raya Manukan Krajan blok 31 j no 5 Tandes Surabaya toko sumber rejeki,5,0,2025-10-04 07:31:26,positive,2025-11-28 19:30:23.794768,jl raya manukan krajan blok no tandes surabaya toko sumber rejeki,positive,positive,2
90c23f24-a6b7-45a8-9112-f9821b60139b,Siti Sarah,"kalau mau kerja sama,sama gopinjam kasih tau dong gojek buat lebihj sopan santun nagih orang , saya dah janji akan bayar gajian dia ngotot harus dibayar hari itu juga tolong di berikan evaluasi lagi org gopinjam ini diberi peringatan katanya legal tapi menagih sepertii ilegal mengancam",1,1,2025-11-18 14:18:18,neutral,2025-11-28 19:30:23.794768,kalau mau kerja sama sama gopinjam kasih tau dong gojek buat lebihj sopan santun nagih orang saya dah janji akan bayar gajian dia ngotot harus dibayar hari itu juga tolong di berikan evaluasi lagi orang gopinjam ini diberi peringatan katanya legal tapi menagih sepertii ilegal mengancam,neutral,negative,1
d6497a6e-816d-462d-8ffa-f8f6de8e38c9,Erna Wati,dpat memudahkan saat cari makanan dn butuh transformasi,5,0,2025-06-06 09:21:53,positive,2025-11-28 19:30:23.794768,dapat memudahkan saat cari makanan dn butuh transformasi,positive,positive,2
0177c676-a8f1-4921-b0ec-2dcd98e2e2ab,Batak 111,(pelajari lebih lanjut) 4 kalau amanah pul bintang.,4,0,2025-07-19 02:35:12,positive,2025-11-28 19:30:23.794768,pelajari lebih lanjut kalau amanah pul bintang,positive,positive,2
f4d9e717-a467-4a34-bfd9-4d2c9aa61648,Muriyanto Arif,tolong dong go food nya driver d benerin . Uda Nemu driver d cancel Uda Nemu driver d cancel. estimasi 90 mnt. JD 2 jam lebih ini gak terjadi 1/3 x sering banget.,1,1,2025-09-08 12:35:39,negative,2025-11-28 19:30:23.794768,tolong dong go food nya driver benerin uda nemu driver cancel uda nemu driver cancel estimasi mnt jadi jam lebih ini tidak terjadi sering banget,negative,negative,0
5fb962cb-bcee-4fe4-94b9-e6d08d9482e2,Rizki Ardiansah,Payah driver gocarnya ga pada sigap padahal lagi butuh urgent untuk ke rs,4,1,2024-08-15 11:19:30,positive,2025-11-28 19:30:23.794768,payah driver gocarnya tidak pada sigap padahal lagi butuh urgent untuk ke rs,positive,positive,2
0f2cc87f-79ef-4e66-afe2-1700d180f49e,Keanu Gandewa,"Hai gojek, setiap sy ingin membeli kuota telkomsel dengan via gopay knp tdk bisa dan selalu di alihkan ke playstore lagi pdhl uang sdh cukup dan sudah download apk gojek.",3,0,2023-08-12 19:22:48,neutral,2025-11-28 19:30:23.794768,hai gojek setiap saya ingin membeli kuota telkomsel dengan via gopay kenapa tidak bisa dan selalu di alihkan ke playstore lagi pdhl uang sudah cukup dan sudah download aplikasi gojek,neutral,neutral,1
74f06281-f3db-4a38-a244-539f49bd0ade,Inces Retno,"aplikasi nya bagus mempermudah apalgi kalo saya mau beli makanan ,tp bisa gak sih iklan gojek tuh yg bener dikit, apaan iklannya unta melet terus habis itu orang yg melet blepotan eskrim, jorok banget sih, gak jelas banget iklan nya",4,0,2024-06-21 07:43:04,positive,2025-11-28 19:30:23.794768,aplikasi nya bagus mempermudah apalgi kalau saya mau beli makanan tp bisa tidak sih iklan gojek itu yang benar dikit apaan iklannya unta melet terus habis itu orang yang melet blepotan eskrim jorok banget sih tidak jelas banget iklan nya,positive,positive,2
d7da741d-53b7-401c-8491-9e68da0fd2b3,Yuna Kuma,"apa ini aku lagi tidur tiba tiba apk gojek mesan gofood mana makanan babi seharga 66k lagi,aku ini Islam",1,1,2025-10-11 08:15:26,negative,2025-11-28 19:30:23.794768,apa ini aku lagi tidur tiba tiba aplikasi gojek mesan gofood mana makanan babi seharga 66k lagi aku ini islam,negative,negative,0
a92fd14b-e593-4b5f-a0a7-8e73e7c8cdd3,Zhiro Han,Dulu sering pakai Gojek karena tarif paling murah dibanding dgn apk sebelah. Tapi sekarang mahal banget. Terutama ongkir gofood 2x lbh mahal dr apk sebelah dgn jarak antar yg sama.,3,0,2023-11-12 20:42:41,negative,2025-11-28 19:30:23.794768,dulu sering pakai gojek karena tarif paling murah dibanding dengan aplikasi sebelah tapi sekarang mahal banget terutama ongkir gofood 2x lbh mahal dari aplikasi sebelah dengan jarak antar yang sama,negative,neutral,0
42ae7edf-7541-4e2c-8738-66943ec0331b,Fairus shafira audy,"Aku beli gojek plus yg 90 hari serasa di scam, apaan diskon nya geli² doang kek 4rb an trs ya benci bngt klo lupa nyentang sedotan/alat makan waktu go food, bisa gak otomatis aja gitu ada alat makan nya?",3,0,2025-02-17 13:30:33,negative,2025-11-28 19:30:23.794768,aku beli gojek plus yang hari serasa di scam apaan diskon nya geli² saja kek 4rb an trs ya benci banget kalau lupa nyentang sedotan alat makan waktu go food bisa tidak otomatis saja gitu ada alat makan nya,negative,neutral,0
d38d73ef-3cf7-4700-8d16-50aaf6fcec1f,M Rizky Lukman Nurhakim,cepat banget kalo soal jemput+diskon nya juga ga masuk akal,5,0,2025-07-05 09:42:34,positive,2025-11-28 19:30:23.794768,cepat banget kalau soal jemput diskon nya juga tidak masuk akal,positive,positive,2
2998e3f4-0d3d-4be9-b36d-719fa1b8ceaa,hesti agustina,"Aku lg order,abang gojegnya udah otw tiba2 tiap klik aplikasinya mau mantau pesenan aku udah dmn,eh tiba2 muncul update terbaru.. ini gmn ya.. kasian babang nya udah otw nganter makanan",3,0,2024-02-01 18:02:23,neutral,2025-11-28 19:30:23.794768,aku lagi order abang gojegnya sudah otw tiba2 tiap klik aplikasi mau mantau pesenan aku sudah dmn eh tiba2 muncul update terbaru ini bagaimana ya kasian babang nya sudah otw nganter makanan,neutral,neutral,1
d3d2b110-8ae5-43f8-87ff-43d9a02075d9,Edi Suprapto,Mempermudah sarana transportasi yang cepat dan nyaman,5,5,2025-09-09 12:34:50,positive,2025-11-28 19:30:23.794768,mempermudah sarana transportasi yang cepat dan nyaman,positive,positive,2
466c61db-7d26-4bb5-9fab-1f0e73d4d3d1,Kurnia Rahmat,"Ongkir terlalu mahal, diskon GOFOOD gak pernah ada😑",4,2,2024-12-09 18:35:43,neutral,2025-11-28 19:30:23.794768,ongkir terlalu mahal diskon gofood tidak pernah ada,neutral,positive,1
a3b9c99a-9048-4b9d-ad2a-caa0014b4b25,Nabilla Nisya Ananda,Sering banget kalo lagi mesen baik itu motor atau mobil main cancel aja pengemudi nyaa heran pdhl titik nya jg cmn 7 atau 9 menit sekali cancel bisa 4 sampe 5 kali tuh pengemudi,2,1,2024-12-20 17:52:43,negative,2025-11-28 19:30:23.794768,sering banget kalau lagi mesen baik itu motor atau mobil main cancel saja pengemudi nyaa heran pdhl titik nya juga cmn atau menit sekali cancel bisa sampe kali itu pengemudi,negative,negative,0
